"part_date","date","month","payment_itemid","payment_cate","payment_name","dau","pay_dau","pay_user","pay_count","pay_user_first","dau_cate","pay_dau_cate","pay_user_cate","pay_count_cate","pay_user_first_cate"
"2024-08-13",2024-08-13,2024-08-01,gold_317,月卡,"2.99-新月卡-回流折扣",2509,163,1,1,1,,,,,
"2024-06-05",2024-06-05,2024-06-01,gold_66,荣耀特典,"128231",2604,170,2,2,0,2604,170,2,2,0
"2024-08-13",2024-08-13,2024-08-01,gold_80002,月卡,资源月卡-9.99美元,2509,163,4,4,3,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_65,荣耀特典,"68231",2442,127,1,1,1,2442,127,1,1,1
"2024-08-13",2024-08-13,2024-08-01,gold_10,月卡,"19.99-尊贵月卡",2509,163,6,6,4,,,,,
"2025-04-02",2025-04-02,2025-04-01,gold_200001,签到礼包,签到礼包1,2237,119,15,15,12,2237,119,37,52,29
"2024-12-14",2024-12-14,2024-12-01,gold_200002,签到礼包,签到礼包2,2368,110,7,7,5,2368,110,19,25,14
"2024-12-14",2024-12-14,2024-12-01,gold_200001,签到礼包,签到礼包1,2368,110,6,6,3,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_200001,签到礼包,签到礼包1,2623,139,30,30,20,2623,139,52,73,41
"2024-10-19",2024-10-19,2024-10-01,gold_90001,月度周储钱罐,月度周储钱罐,2529,166,17,17,15,2529,166,17,17,15
"2025-04-02",2025-04-02,2025-04-01,gold_200003,签到礼包,签到礼包3,2237,119,12,12,7,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_200002,签到礼包,签到礼包2,2442,127,11,11,4,2442,127,20,29,16
"2024-12-14",2024-12-14,2024-12-01,gold_200003,签到礼包,签到礼包3,2368,110,5,5,3,,,,,
"2024-12-14",2024-12-14,2024-12-01,gold_200004,签到礼包,签到礼包4,2368,110,7,7,3,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_200003,签到礼包,签到礼包3,2442,127,7,7,5,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_200002,签到礼包,签到礼包2,2623,139,27,27,11,,,,,
"2025-04-02",2025-04-02,2025-04-01,gold_200004,签到礼包,签到礼包4,2237,119,10,10,4,,,,,
"2025-04-02",2025-04-02,2025-04-01,gold_200002,签到礼包,签到礼包2,2237,119,15,15,6,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_200003,签到礼包,签到礼包3,2623,139,16,16,10,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_200001,签到礼包,签到礼包1,2442,127,11,11,7,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_70266,限购礼包,"2400日元限时礼包=+金币+金色装备8选1+铁锭（装备饰品和改造道具）",2224,137,1,2,1,2224,137,34,78,24
"2024-06-05",2024-06-05,2024-06-01,gold_200003,签到礼包,签到礼包3,2604,170,6,6,3,2604,170,14,19,12
"2025-02-27",2025-02-27,2025-02-01,gold_70263,限购礼包,"320日元限时礼包=+金币+I阶符文随机包+玉钢",2224,137,7,14,1,,,,,
"2024-08-28",2024-08-28,2024-08-01,gold_9,月卡,"4.99-月卡",2437,131,10,10,7,2437,131,24,31,24
"2024-08-28",2024-08-28,2024-08-01,gold_80002,月卡,资源月卡-9.99美元,2437,131,8,8,7,,,,,
"2024-06-05",2024-06-05,2024-06-01,gold_200002,签到礼包,签到礼包2,2604,170,7,7,4,,,,,
"2024-06-05",2024-06-05,2024-06-01,gold_200001,签到礼包,签到礼包1,2604,170,6,6,5,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_70264,限购礼包,"650日元限时礼包=+金币+铁锭（装备饰品和改造道具）+玉钢",2224,137,5,9,4,,,,,
"2025-02-08",2025-02-08,2025-02-01,gold_66,荣耀特典,"128231",2396,120,1,1,0,2396,120,1,1,0
"2025-02-27",2025-02-27,2025-02-01,gold_70270,限购礼包,"11800日元限时礼包=+金币+6周年赛季UR战旗碎片自选+铁锭（装备饰品和改造道具）",2224,137,1,1,0,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_70265,限购礼包,"650日元限时礼包=+金币+化境研习橙色道具+玉钢",2224,137,22,39,12,,,,,
"2024-08-28",2024-08-28,2024-08-01,gold_10,月卡,"19.99-尊贵月卡",2437,131,13,13,10,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_70267,限购礼包,"6000日元限时礼包=+金币+UR将魂+雷精",2224,137,2,2,0,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_70269,限购礼包,"11800日元限时礼包=+金币+化境研习金色道具+化境研习橙色道具",2224,137,1,1,1,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_70268,限购礼包,"6000日元限时礼包=+金币+火石（神武升星道具）+火精（神武升星突破道具）",2224,137,5,10,5,,,,,
"2025-04-05",2025-04-05,2025-04-01,gold_333,行脚商人,行脚商人-自选礼包5,2273,124,2,3,1,2273,124,37,88,21
"2025-04-05",2025-04-05,2025-04-01,gold_332,行脚商人,行脚商人-自选礼包4,2273,124,4,7,4,,,,,
"2024-11-22",2024-11-22,2024-11-01,gold_4,金币,"49.99-3200金币",2381,164,3,3,1,2381,164,28,100,11
"2024-11-22",2024-11-22,2024-11-01,gold_2,金币,"9.99-600金币",2381,164,7,7,2,,,,,
"2025-04-05",2025-04-05,2025-04-01,gold_330,行脚商人,行脚商人-自选礼包2,2273,124,21,36,4,,,,,
"2024-08-09",2024-08-09,2024-08-01,gold_9,月卡,"4.99-月卡",2460,125,8,8,5,2460,125,20,23,16
"2024-08-09",2024-08-09,2024-08-01,gold_10,月卡,"19.99-尊贵月卡",2460,125,13,13,9,,,,,
"2024-11-22",2024-11-22,2024-11-01,gold_5,金币,"99.99-6600金币@JPY",2381,164,5,9,2,,,,,
"2024-10-04",2024-10-04,2024-10-01,gold_506,游园会通行证,游园会史诗礼包19.99-600金币,2474,143,16,16,2,2474,143,20,33,8
"2025-04-05",2025-04-05,2025-04-01,gold_329,行脚商人,行脚商人-自选礼包1,2273,124,15,25,8,,,,,
"2024-11-22",2024-11-22,2024-11-01,gold_3,金币,"19.99-1200金币",2381,164,4,4,0,,,,,
"2024-10-04",2024-10-04,2024-10-01,gold_505,游园会通行证,游园会稀有礼包9.99-300金币,2474,143,17,17,6,,,,,
"2024-11-22",2024-11-22,2024-11-01,gold_8,金币,"0.99-30金币",2381,164,19,71,5,,,,,
"2025-04-05",2025-04-05,2025-04-01,gold_331,行脚商人,行脚商人-自选礼包3,2273,124,9,17,4,,,,,
"2024-08-09",2024-08-09,2024-08-01,gold_80002,月卡,资源月卡-9.99美元,2460,125,2,2,2,,,,,
"2024-11-22",2024-11-22,2024-11-01,gold_7,金币,"4.99-300金币",2381,164,6,6,1,,,,,
"2025-01-09",2025-01-09,2025-01-01,gold_200001,签到礼包,签到礼包1,2358,133,6,6,4,2358,133,23,30,19
"2025-01-09",2025-01-09,2025-01-01,gold_200004,签到礼包,签到礼包4,2358,133,7,7,5,,,,,
"2025-01-09",2025-01-09,2025-01-01,gold_200003,签到礼包,签到礼包3,2358,133,6,6,3,,,,,
"2025-01-09",2025-01-09,2025-01-01,gold_200002,签到礼包,签到礼包2,2358,133,11,11,7,,,,,
"2024-11-30",2024-11-30,2024-11-01,gold_494,战鼓解锁,战鼓3,2442,151,4,4,2,2442,151,4,4,2
"2024-10-23",2024-10-23,2024-10-01,gold_60046,"6周年礼包","6周年-购买档位4-1",2451,154,16,115,9,2451,154,22,130,14
"2024-10-23",2024-10-23,2024-10-01,gold_60048,"6周年礼包","6周年-购买档位4-3",2451,154,6,12,4,,,,,
"2024-10-23",2024-10-23,2024-10-01,gold_60047,"6周年礼包","6周年-购买档位4-2",2451,154,3,3,1,,,,,
"2024-08-28",2024-08-28,2024-08-01,gold_222,幸运屋,S25二好长逸SSR+,2437,131,1,1,1,2437,131,4,4,2
"2024-08-28",2024-08-28,2024-08-01,gold_227,幸运屋,新年SSR+鹤姬,2437,131,1,1,0,,,,,
"2024-08-28",2024-08-28,2024-08-01,gold_170,幸运屋,新-阿市SSR+(辅物),2437,131,1,1,1,,,,,
"2024-08-24",2024-08-24,2024-08-01,gold_200001,签到礼包,签到礼包1,2543,164,10,10,6,2543,164,30,38,23
"2024-08-28",2024-08-28,2024-08-01,gold_230,幸运屋,S32金森长近SSR+,2437,131,1,1,0,,,,,
"2024-08-24",2024-08-24,2024-08-01,gold_200002,签到礼包,签到礼包2,2543,164,11,11,6,,,,,
"2025-03-21",2025-03-21,2025-03-01,gold_80001,battlepass,段位battlepass,2254,105,2,2,1,2254,105,4,4,3
"2024-08-24",2024-08-24,2024-08-01,gold_200003,签到礼包,签到礼包3,2543,164,17,17,11,,,,,
"2025-03-21",2025-03-21,2025-03-01,gold_401,battlepass,晋级征途,2254,105,2,2,2,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_2,金币,"9.99-600金币",2623,139,7,7,1,2623,139,25,30,13
"2024-07-13",2024-07-13,2024-07-01,gold_60007,倍率转盘,倍率转盘-游戏币礼包2,2605,172,4,10,0,2605,172,20,80,8
"2024-07-20",2024-07-20,2024-07-01,gold_7,金币,"4.99-300金币",2623,139,4,4,1,,,,,
"2024-07-13",2024-07-13,2024-07-01,gold_60008,倍率转盘,倍率转盘-游戏币礼包3,2605,172,3,5,1,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_8,金币,"0.99-30金币",2623,139,6,6,4,,,,,
"2025-04-20",2025-04-20,2025-04-01,gold_7,金币,"4.99-300金币",2221,91,1,1,0,2221,91,5,5,2
"2024-07-20",2024-07-20,2024-07-01,gold_3,金币,"19.99-1200金币",2623,139,5,5,2,,,,,
"2025-03-25",2025-03-25,2025-03-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2246,123,1,1,0,2246,123,1,1,0
"2024-12-14",2024-12-14,2024-12-01,gold_300006,开运礼包,开运礼包6,2368,110,1,1,1,2368,110,3,3,2
"2025-02-27",2025-02-27,2025-02-01,gold_3,金币,"19.99-1200金币",2224,137,2,2,2,2224,137,4,5,3
"2025-02-27",2025-02-27,2025-02-01,gold_2,金币,"9.99-600金币",2224,137,1,1,0,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_5,金币,"99.99-6600金币@JPY",2623,139,5,5,3,,,,,
"2024-12-14",2024-12-14,2024-12-01,gold_300005,开运礼包,开运礼包5,2368,110,1,1,0,,,,,
"2024-12-14",2024-12-14,2024-12-01,gold_300001,开运礼包,开运礼包1,2368,110,1,1,1,,,,,
"2024-07-13",2024-07-13,2024-07-01,gold_60006,倍率转盘,倍率转盘-游戏币礼包1,2605,172,16,65,7,,,,,
"2024-07-20",2024-07-20,2024-07-01,gold_4,金币,"49.99-3200金币",2623,139,3,3,2,,,,,
"2025-04-20",2025-04-20,2025-04-01,gold_5,金币,"99.99-6600金币@JPY",2221,91,2,2,1,,,,,
"2025-02-27",2025-02-27,2025-02-01,gold_8,金币,"0.99-30金币",2224,137,2,2,1,,,,,
"2025-04-20",2025-04-20,2025-04-01,gold_8,金币,"0.99-30金币",2221,91,2,2,1,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_8,金币,"0.99-30金币",2442,127,9,10,4,2442,127,14,15,8
"2025-03-06",2025-03-06,2025-03-01,gold_411,赛季UR养成通行证,赛季UR养成星级battlepass99.99-6600金币,2249,98,1,1,0,2249,98,1,1,0
"2024-08-28",2024-08-28,2024-08-01,gold_50034,周期-周礼包,周礼包-10,2437,131,1,2,1,2437,131,7,11,2
"2024-09-22",2024-09-22,2024-09-01,gold_3,金币,"19.99-1200金币",2442,127,1,1,1,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_2,金币,"9.99-600金币",2442,127,1,1,1,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_5,金币,"99.99-6600金币@JPY",2442,127,1,1,1,,,,,
"2024-09-22",2024-09-22,2024-09-01,gold_7,金币,"4.99-300金币",2442,127,2,2,1,,,,,
"2024-08-28",2024-08-28,2024-08-01,gold_50046,周期-周礼包,周礼包-22,2437,131,2,2,0,,,,,
"2025-03-22",2025-03-22,2025-03-01,gold_300001,开运礼包,开运礼包1,2295,97,1,1,0,2295,97,1,1,0
"2024-08-28",2024-08-28,2024-08-01,gold_50047,周期-周礼包,周礼包-23,2437,131,4,6,1,,,,,
"2024-08-28",2024-08-28,2024-08-01,gold_50052,周期-周礼包,周礼包-28,2437,131,1,1,0,,,,,
"2024-06-18",2024-06-18,2024-06-01,gold_332,行脚商人,行脚商人-自选礼包4,2616,123,5,9,4,2616,123,47,112,31
"2024-12-03",2024-12-03,2024-12-01,gold_90002,月度活动,月度活跃-battlepass中级,2378,132,4,4,3,2378,132,7,9,4
"2024-08-27",2024-08-27,2024-08-01,gold_40002,每日一键,一键购买日礼包-2,2445,149,9,9,6,2445,149,41,42,28
"2024-09-23",2024-09-23,2024-09-01,gold_50052,周期-周礼包,周礼包-28,2434,184,1,1,0,2434,184,5,14,0
"2024-12-02",2024-12-02,2024-12-01,gold_9,月卡,"4.99-月卡",2379,156,13,13,12,2379,156,30,37,28
"2025-01-24",2025-01-24,2025-01-01,gold_90001,月度周储钱罐,月度周储钱罐,2308,102,13,13,13,2308,102,13,13,13
"2024-12-02",2024-12-02,2024-12-01,gold_10,月卡,"19.99-尊贵月卡",2379,156,11,11,7,,,,,
"2025-02-12",2025-02-12,2025-02-01,gold_10,月卡,"19.99-尊贵月卡",2300,103,10,10,9,2300,103,30,35,27
"2024-09-23",2024-09-23,2024-09-01,gold_50046,周期-周礼包,周礼包-22,2434,184,1,5,0,,,,,
"2024-12-03",2024-12-03,2024-12-01,gold_90003,月度活动,月度活跃-battlepass高级,2378,132,5,5,1,,,,,
"2024-06-18",2024-06-18,2024-06-01,gold_333,行脚商人,行脚商人-自选礼包5,2616,123,11,16,6,,,,,
"2024-08-27",2024-08-27,2024-08-01,gold_40004,每日一键,一键购买,2445,149,22,22,15,,,,,
"2025-02-12",2025-02-12,2025-02-01,gold_80002,月卡,资源月卡-9.99美元,2300,103,16,16,13,,,,,
"2024-08-27",2024-08-27,2024-08-01,gold_40001,每日一键,一键购买日礼包-1,2445,149,8,8,6,,,,,
"2024-12-29",2024-12-29,2024-12-01,gold_402,battlepass-周年庆,四周年通行证,2345,121,11,11,9,2345,121,11,11,9
"2024-09-23",2024-09-23,2024-09-01,gold_50047,周期-周礼包,周礼包-23,2434,184,3,7,0,,,,,
"2024-06-18",2024-06-18,2024-06-01,gold_331,行脚商人,行脚商人-自选礼包3,2616,123,19,32,10,,,,,
"2024-12-02",2024-12-02,2024-12-01,gold_80002,月卡,资源月卡-9.99美元,2379,156,13,13,9,,,,,
"2025-02-12",2025-02-12,2025-02-01,gold_9,月卡,"4.99-月卡",2300,103,9,9,5,,,,,
"2024-06-18",2024-06-18,2024-06-01,gold_330,行脚商人,行脚商人-自选礼包2,2616,123,12,19,3,,,,,
"2024-08-27",2024-08-27,2024-08-01,gold_40003,每日一键,一键购买日礼包-3,2445,149,3,3,1,,,,,
"2024-09-23",2024-09-23,2024-09-01,gold_50034,周期-周礼包,周礼包-10,2434,184,1,1,0,,,,,
"2024-06-18",2024-06-18,2024-06-01,gold_329,行脚商人,行脚商人-自选礼包1,2616,123,21,36,8,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60070,情人节活动,"2025情人节-节日礼包5",2196,142,6,10,0,2196,142,43,229,28
"2024-07-10",2024-07-10,2024-07-01,gold_50004,周期-日礼包,每日礼包-new-金币4,2523,185,1,1,0,2523,185,1,2,0
"2025-04-17",2025-04-17,2025-04-01,gold_60076,情人节活动,"2025情人节-节日礼包11",2196,142,1,1,0,,,,,
"2025-03-25",2025-03-25,2025-03-01,gold_319,"4周年庆典自选礼包","4周年庆典自选礼包2",2246,123,3,3,1,2246,123,22,28,14
"2025-03-25",2025-03-25,2025-03-01,gold_318,"4周年庆典自选礼包","4周年庆典自选礼包1",2246,123,19,19,12,,,,,
"2025-01-24",2025-01-24,2025-01-01,gold_317,月卡,"2.99-新月卡-回流折扣",2308,102,1,1,0,2308,102,24,35,21
"2025-04-17",2025-04-17,2025-04-01,gold_60061,情人节活动,"2025情人节-巧克力礼包1",2196,142,21,92,9,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60067,情人节活动,"2025情人节-节日礼包2",2196,142,6,16,1,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60062,情人节活动,"2025情人节-巧克力礼包2",2196,142,10,24,1,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_417,情人节活动,"2025情人节稀有礼包4.99-300金币",2196,142,15,15,7,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60063,情人节活动,"2025情人节-巧克力礼包3",2196,142,6,16,2,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60066,情人节活动,"2025情人节-节日礼包1",2196,142,4,10,1,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60069,情人节活动,"2025情人节-节日礼包4",2196,142,7,14,1,,,,,
"2025-01-24",2025-01-24,2025-01-01,gold_10,月卡,"19.99-尊贵月卡",2308,102,10,10,6,,,,,
"2024-07-10",2024-07-10,2024-07-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2523,185,1,1,0,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_418,情人节活动,"2025情人节史诗礼包19.99-600金币",2196,142,14,14,3,,,,,
"2025-03-25",2025-03-25,2025-03-01,gold_320,"4周年庆典自选礼包","4周年庆典自选礼包3",2246,123,6,6,1,,,,,
"2025-01-24",2025-01-24,2025-01-01,gold_80003,月卡,资源月卡-回流折扣-4.99美元,2308,102,1,1,1,,,,,
"2024-09-30",2024-09-30,2024-09-01,gold_90001,月度周储钱罐,月度周储钱罐,2425,202,83,83,56,2425,202,83,83,56
"2025-01-24",2025-01-24,2025-01-01,gold_80002,月卡,资源月卡-9.99美元,2308,102,9,9,6,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60068,情人节活动,"2025情人节-节日礼包3",2196,142,5,9,1,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60074,情人节活动,"2025情人节-节日礼包9",2196,142,3,3,2,,,,,
"2025-04-17",2025-04-17,2025-04-01,gold_60077,情人节活动,"2025情人节-节日礼包12",2196,142,5,5,0,,,,,
"2025-01-24",2025-01-24,2025-01-01,gold_9,月卡,"4.99-月卡",2308,102,14,14,8,,,,,
"2024-09-26",2024-09-26,2024-09-01,gold_60001,情人节活动,"2024情人节信物礼包1",2426,174,35,153,22,2426,174,61,264,43
"2024-08-12",2024-08-12,2024-08-01,gold_171,幸运屋,新-真田幸村SSR+（力）,2514,223,1,1,0,2514,223,11,12,8
"2024-12-10",2024-12-10,2024-12-01,gold_40001,每日一键,一键购买日礼包-1,2358,148,13,13,7,2358,148,35,43,22
"2024-09-30",2024-09-30,2024-09-01,gold_90003,月度活动,月度活跃-battlepass高级,2425,202,1,1,0,2425,202,2,3,0
"2024-09-26",2024-09-26,2024-09-01,gold_414,情人节活动,"2024情人节史诗礼包19.99-600金币",2426,174,16,16,0,,,,,
"2024-09-26",2024-09-26,2024-09-01,gold_413,情人节活动,"2024情人节稀有礼包4.99-300金币",2426,174,23,23,12,,,,,
"2024-12-10",2024-12-10,2024-12-01,gold_40002,每日一键,一键购买日礼包-2,2358,148,8,8,2,,,,,
"2024-12-14",2024-12-14,2024-12-01,gold_90001,月度周储钱罐,月度周储钱罐,2368,110,14,14,13,2368,110,14,14,13
"2024-06-02",2024-06-02,2024-06-01,gold_50024,周期-日礼包,每日礼包-养成10,2599,214,1,2,1,2599,214,11,19,5
"2024-06-02",2024-06-02,2024-06-01,gold_50004,周期-日礼包,每日礼包-new-金币4,2599,214,1,1,0,,,,,
"2024-09-26",2024-09-26,2024-09-01,gold_60002,情人节活动,"2024情人节信物礼包2",2426,174,9,32,1,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2599,214,4,4,2,,,,,
"2024-12-10",2024-12-10,2024-12-01,gold_40003,每日一键,一键购买日礼包-3,2358,148,1,1,0,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_224,幸运屋,S27SSR+,2514,223,1,1,1,,,,,
"2024-09-30",2024-09-30,2024-09-01,gold_90002,月度活动,月度活跃-battlepass中级,2425,202,2,2,0,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2599,214,2,2,0,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_180,幸运屋,新-出云阿国SSR+,2514,223,1,1,0,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50020,周期-日礼包,每日礼包-养成6,2599,214,1,2,0,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50002,周期-日礼包,每日礼包-new-金币2,2599,214,1,1,0,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_222,幸运屋,S25二好长逸SSR+,2514,223,1,1,1,,,,,
"2024-09-26",2024-09-26,2024-09-01,gold_60003,情人节活动,"2024情人节信物礼包3",2426,174,14,40,8,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_220,幸运屋,S23岛津家久,2514,223,1,1,1,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_230,幸运屋,S32金森长近SSR+,2514,223,2,2,1,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2599,214,1,1,1,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50012,周期-日礼包,每日礼包-神器7,2599,214,3,5,0,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_209,幸运屋,S12本愿寺显如SSR+,2514,223,1,1,1,,,,,
"2024-12-10",2024-12-10,2024-12-01,gold_40004,每日一键,一键购买,2358,148,21,21,13,,,,,
"2024-08-12",2024-08-12,2024-08-01,gold_215,幸运屋,S18山中鹿介SSR+,2514,223,4,4,3,,,,,
"2024-06-02",2024-06-02,2024-06-01,gold_50009,周期-日礼包,每日礼包-神器4,2599,214,1,1,1,,,,,
"2024-06-17",2024-06-17,2024-06-01,gold_60001,情人节活动,"2024情人节信物礼包1",2579,149,38,117,14,2579,149,88,298,63
"2024-12-10",2024-12-10,2024-12-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2358,148,1,1,1,2358,148,5,7,1
"2024-06-17",2024-06-17,2024-06-01,gold_413,情人节活动,"2024情人节稀有礼包4.99-300金币",2579,149,38,38,29,,,,,
"2024-12-10",2024-12-10,2024-12-01,gold_50009,周期-日礼包,每日礼包-神器4,2358,148,2,3,0,,,,,
"2024-12-10",2024-12-10,2024-12-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2358,148,2,2,0,,,,,
"2024-10-23",2024-10-23,2024-10-01,gold_402,battlepass-周年庆,四周年通行证,2451,154,10,10,5,2451,154,10,10,5
"2024-06-17",2024-06-17,2024-06-01,gold_60004,情人节活动,"2024情人节信物礼包4",2579,149,4,6,0,,,,,
"2024-06-17",2024-06-17,2024-06-01,gold_60002,情人节活动,"2024情人节信物礼包2",2579,149,28,66,5,,,,,
"2024-06-17",2024-06-17,2024-06-01,gold_60003,情人节活动,"2024情人节信物礼包3",2579,149,21,37,12,,,,,
"2024-06-06",2024-06-06,2024-06-01,gold_229,幸运屋,S31三之丸殿SSR+,2577,164,9,9,6,2577,164,10,10,7
"2025-02-19",2025-02-19,2025-02-01,gold_90001,月度周储钱罐,月度周储钱罐,2272,100,16,16,11,2272,100,16,16,11
"2024-12-10",2024-12-10,2024-12-01,gold_50004,周期-日礼包,每日礼包-new-金币4,2358,148,1,1,0,,,,,
"2024-06-17",2024-06-17,2024-06-01,gold_414,情人节活动,"2024情人节史诗礼包19.99-600金币",2579,149,34,34,3,,,,,
"2024-06-06",2024-06-06,2024-06-01,gold_175,幸运屋,新-石田三成SSR,2577,164,1,1,1,,,,,
"2024-10-31",2024-10-31,2024-10-01,gold_372,月次祭礼包,月次祭礼包2,2439,152,11,24,1,2439,152,37,170,22
"2024-06-29",2024-06-29,2024-06-01,gold_70105,限购礼包,限时礼包-黄金城（限时7天）-320日元,2610,169,3,3,2,2610,169,38,110,20
"2024-06-21",2024-06-21,2024-06-01,gold_60022,金币赏,金币赏-游戏币礼包2-2,2500,185,4,8,1,2500,185,17,67,10
"2024-08-09",2024-08-09,2024-08-01,gold_70153,限购礼包,限时礼包+金币+铭刻道具自选箱,2460,125,2,8,1,2460,125,19,65,11
"2024-06-29",2024-06-29,2024-06-01,gold_70108,限购礼包,限时礼包-铁锭-1200日元,2610,169,9,22,1,,,,,
"2024-10-31",2024-10-31,2024-10-01,gold_371,月次祭礼包,月次祭礼包1,2439,152,31,136,16,,,,,
"2024-08-09",2024-08-09,2024-08-01,gold_70156,限购礼包,限时礼包+金币+新速度金装随机箱+铁锭,2460,125,8,14,4,,,,,
"2024-10-31",2024-10-31,2024-10-01,gold_373,月次祭礼包,月次祭礼包3,2439,152,6,9,5,,,,,
"2024-06-21",2024-06-21,2024-06-01,gold_60025,金币赏,金币赏-游戏币礼包2-5,2500,185,1,5,0,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70113,限购礼包,限时礼包-金色装备自选箱-11800日元,2610,169,2,2,0,,,,,
"2024-06-21",2024-06-21,2024-06-01,gold_60023,金币赏,金币赏-游戏币礼包2-3,2500,185,2,6,1,,,,,
"2024-06-21",2024-06-21,2024-06-01,gold_60024,金币赏,金币赏-游戏币礼包2-4,2500,185,1,5,0,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70110,限购礼包,限时礼包-试金石-2400日元,2610,169,18,27,9,,,,,
"2024-08-09",2024-08-09,2024-08-01,gold_70154,限购礼包,限时礼包+金币+铁锭,2460,125,9,24,3,,,,,
"2024-10-30",2024-10-30,2024-10-01,gold_300001,开运礼包,开运礼包1,2454,159,1,1,1,2454,159,1,1,1
"2025-02-01",2025-02-01,2025-02-01,gold_50048,周期-周礼包,周礼包-24,2391,142,1,1,0,2391,142,9,18,4
"2025-02-01",2025-02-01,2025-02-01,gold_50046,周期-周礼包,周礼包-22,2391,142,4,7,0,,,,,
"2024-10-31",2024-10-31,2024-10-01,gold_374,月次祭礼包,月次祭礼包4,2439,152,1,1,0,,,,,
"2024-08-09",2024-08-09,2024-08-01,gold_70157,限购礼包,限时礼包+新速度金装随机箱+铁锭+试金石,2460,125,4,9,1,,,,,
"2025-02-01",2025-02-01,2025-02-01,gold_50047,周期-周礼包,周礼包-23,2391,142,4,7,1,,,,,
"2025-02-01",2025-02-01,2025-02-01,gold_50034,周期-周礼包,周礼包-10,2391,142,1,1,1,,,,,
"2024-08-09",2024-08-09,2024-08-01,gold_70155,限购礼包,限时礼包+金币+试金石,2460,125,5,10,2,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70111,限购礼包,限时礼包-朱砂-6000日元,2610,169,5,15,2,,,,,
"2025-02-01",2025-02-01,2025-02-01,gold_50070,周期-周礼包,周礼包-40,2391,142,1,1,1,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70109,限购礼包,限时礼包-黄金城（限时30天）-2400日元,2610,169,1,1,0,,,,,
"2025-02-01",2025-02-01,2025-02-01,gold_70173,周期-周礼包,每周礼包,2391,142,1,1,1,,,,,
"2024-06-21",2024-06-21,2024-06-01,gold_60021,金币赏,金币赏-游戏币礼包2-1,2500,185,15,43,8,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70106,限购礼包,限时礼包-金币随机箱（小）-320日元,2610,169,7,12,2,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70107,限购礼包,限时礼包-铁锭-650日元,2610,169,10,22,3,,,,,
"2024-06-29",2024-06-29,2024-06-01,gold_70112,限购礼包,限时礼包-新金色国宝随机箱-11800日元,2610,169,3,6,1,,,,,
