act_tag,pay_tag,type,dis_type,users,target_sum,target_count
20250321-20250324-4,大R,2_转盘心愿,6周年金色神威任选箱（20种全）,10,10.0,10
20241227-20241230-4,中R,3_转盘心愿,武将经验 +100000,104,7615.0,1523
20241207-20241210-4,大R,2_转盘心愿,S34织田冬姬SSR+（碎片）,29,204.0,102
20250207-20250210-4,未活跃,2_转盘心愿,勇·前田利家SSR+,17,236.0,236
20250303-20250306-4,未活跃,2_转盘心愿,勇·前田利家SSR+,4,7.0,7
20241207-20241210-4,大R,3_转盘心愿,武将经验 +100000,15,130.0,26
20241207-20241210-4,未活跃,4_转盘心愿,神砂,75,23200.0,116
20241227-20241230-4,大R,3_转盘心愿,高级招募令,1,6.0,2
20250321-20250324-4,超R,道具获得,4,17,876.0,243
20250412-20250415-4,小R,道具获得,4,143,2736.0,1500
20250125-20250128-4,微R,道具获得,4,228,4080.0,2358
20250303-20250306-4,超R,道具获得,1,8,4218.0,187
20250207-20250210-4,小R,道具获得,4,142,5866.0,3112
20241227-20241230-4,非R,道具获得,3,363,13480.0,1678
20250321-20250324-4,未活跃,3_转盘心愿,高级招募令,2,12.0,4
20250412-20250415-4,小R,3_转盘心愿,研习金色道具,68,4290.0,858
20250412-20250415-4,小R,3_转盘心愿,UR招募令,103,4377.0,1459
20250412-20250415-4,非R,1_转盘心愿,神武武器-朱枪,1435,13105.0,13105
20250424-20250427-4,中R,1_转盘心愿,神武武器-6周年庆,146,2706.0,2706
20250424-20250427-4,微R,1_转盘心愿,S29佐久间盛政UR,53,167.0,167
20250412-20250415-4,非R,2_转盘心愿,SSR+神武武器-禅杖,1435,13105.0,13105
20250506-20250509-4,非R,3_转盘心愿,阵石招募令,342,10950.0,3650
20250424-20250427-4,大R,4_转盘心愿,银币,34,255000000.0,2550
20250412-20250415-4,大R,1_转盘心愿,神武武器-朱枪,34,1125.0,1125
20250303-20250306-4,微R,3_转盘心愿,试金石,263,38090.0,3809
20250303-20250306-4,未活跃,3_转盘心愿,火砂（神武升级道具）,33,97500.0,195
20250303-20250306-4,微R,1_转盘心愿,神武武器-瓮通枪,263,3809.0,3809
20250506-20250509-4,微R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,271,4103.0,4103
20250303-20250306-4,小R,1_转盘心愿,S29佐久间盛政UR,30,107.0,107
20250412-20250415-4,超R,1_转盘心愿,神武武器-朱枪,17,512.0,512
20241215-20241218-4,大R,3_转盘心愿,阵石招募令,27,4221.0,1407
20241215-20241218-4,未活跃,3_转盘心愿,阵石招募令,32,750.0,250
20250219-20250222-4,非R,3_转盘心愿,研习橙色道具,862,129940.0,6497
20250219-20250222-4,小R,3_转盘心愿,UR招募令,71,2631.0,877
20250219-20250222-4,小R,3_转盘心愿,武将经验 +100000,120,5320.0,1064
20250303-20250306-4,未活跃,4_转盘心愿,铁锭（装备饰品和改造道具）,33,39000.0,195
20250125-20250128-4,大R,2_转盘心愿,神武武器-雍刀,34,1483.0,1483
20250125-20250128-4,超R,2_转盘心愿,火精（神武升星突破道具）,17,5750.0,575
20250506-20250509-4,小R,2_转盘心愿,神武武器-雍刀,156,2574.0,2574
20250506-20250509-4,非R,2_转盘心愿,S31三之丸殿SSR+（碎片）,246,4930.0,986
20250108-20250111-4,非R,2_转盘心愿,S34织田冬姬SSR+（碎片）,526,10722.0,5361
20250108-20250111-4,中R,2_转盘心愿,S28柿崎景家UR（碎片）,79,3615.0,723
20250108-20250111-4,大R,2_转盘心愿,谋·竹中半兵卫SSR+,14,323.0,323
20250219-20250222-4,非R,2_转盘心愿,谋·竹中半兵卫SSR+,302,2592.0,2592
20250219-20250222-4,微R,2_转盘心愿,神武武器-雍刀,272,4427.0,4427
20250219-20250222-4,超R,3_转盘心愿,UR招募令,4,612.0,204
20250125-20250128-4,中R,4_转盘心愿,计策锦囊(被gameconstantset引用),133,64920.0,3246
20250412-20250415-4,微R,4_转盘心愿,铭刻道具自选包,274,4174.0,4174
20250424-20250427-4,小R,3_转盘心愿,战旗觉醒道具自选包,32,1617.0,539
20250424-20250427-4,微R,3_转盘心愿,高级招募令,25,249.0,83
20250125-20250128-4,非R,3_转盘心愿,火砂（神武升级道具）,1444,8276500.0,16553
20250506-20250509-4,大R,4_转盘心愿,武将经验 +20000,29,6184.0,773
20250207-20250210-4,非R,2_转盘心愿,S31三之丸殿SSR+（碎片）,295,14800.0,2960
20250401-20250404-4,非R,2_转盘心愿,S28柿崎景家UR（碎片）,339,5525.0,1105
20250506-20250509-4,小R,2_转盘心愿,S32金森长近SSR+（碎片）,41,1525.0,305
20250506-20250509-4,微R,2_转盘心愿,S30丹羽长秀SSR+（碎片）,17,610.0,122
20250219-20250222-4,微R,1_转盘心愿,S31京极龙子UR,103,570.0,570
20250522-20250525-4,小R,1_转盘心愿,神武武器-瓮通枪,157,2484.0,2484
20250207-20250210-4,微R,1_转盘心愿,S20朝日姬SSR+,91,1612.0,1612
20250207-20250210-4,中R,1_转盘心愿,S20朝日姬SSR+,61,900.0,900
20250321-20250324-4,未活跃,1_转盘心愿,神武武器-6周年庆,9,26.0,26
20250522-20250525-4,中R,1_转盘心愿,S31京极龙子UR,82,904.0,904
20250219-20250222-4,大R,2_转盘心愿,勇·前田利家SSR+,12,315.0,315
20241215-20241218-4,微R,2_转盘心愿,S33前田庆次UR（碎片）,227,11655.0,2331
20241215-20241218-4,中R,2_转盘心愿,勇·前田利家SSR+,31,767.0,767
20250506-20250509-4,大R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,18,426.0,213
20250522-20250525-4,小R,2_转盘心愿,S30明智光秀UR（碎片）,64,1040.0,208
20250303-20250306-4,未活跃,3_转盘心愿,高级招募令,4,45.0,15
20250506-20250509-4,小R,4_转盘心愿,武将经验 +20000,97,8568.0,1071
20250303-20250306-4,大R,3_转盘心愿,高级招募令,3,33.0,11
20250401-20250404-4,非R,1_转盘心愿,S35山本勘助UR,594,4308.0,4308
20250401-20250404-4,超R,1_转盘心愿,S35山本勘助UR,11,570.0,570
20250401-20250404-4,大R,1_转盘心愿,S31京极龙子UR,13,229.0,229
20250219-20250222-4,小R,2_转盘心愿,勇·前田利家SSR+,24,245.0,245
20250321-20250324-4,未活跃,1_转盘心愿,光·井伊直虎UR,8,8.0,8
20250219-20250222-4,超R,2_转盘心愿,S30明智光秀UR（碎片）,7,170.0,34
20250125-20250128-4,微R,1_转盘心愿,UR采配,277,5265.0,5265
20250125-20250128-4,非R,1_转盘心愿,神武武器-朱枪,1444,16553.0,16553
20250125-20250128-4,中R,1_转盘心愿,神武武器-瓮通枪,144,4253.0,4253
20250108-20250111-4,小R,1_转盘心愿,S31京极龙子UR,67,362.0,362
20250108-20250111-4,微R,1_转盘心愿,S34织田冬姬SSR+,152,1076.0,1076
20241215-20241218-4,中R,直购礼包上月标签,中R,27,30098.99980000008,327
20250303-20250306-4,小R,直购礼包上月标签,小R,3,3624.7333,38
20250412-20250415-4,超R,直购礼包上月标签,超R,12,62141.618400000014,236
20250321-20250324-4,大R,直购礼包上月标签,大R,15,33711.7109,177
20241215-20241218-4,大R,2_转盘心愿,援·丰臣秀吉SSR+,6,273.0,273
20241207-20241210-4,微R,3_转盘心愿,UR招募令,130,399.0,133
20241207-20241210-4,非R,3_转盘心愿,家宝箱子道具自选包,264,370.0,370
20250321-20250324-4,未活跃,1_转盘心愿,S35真田幸隆SSR+,4,8.0,8
20241227-20241230-4,非R,1_转盘心愿,S12本愿寺显如SSR+,452,2460.0,2460
20241227-20241230-4,微R,1_转盘心愿,S26畠山高政SSR+,102,799.0,799
20241227-20241230-4,小R,1_转盘心愿,S18山中幸盛SSR+,57,370.0,370
20241227-20241230-4,未活跃,3_转盘心愿,UR招募令,33,681.0,227
20250303-20250306-4,未活跃,2_转盘心愿,S28柿崎景家UR（碎片）,6,60.0,12
20250321-20250324-4,大R,道具获得,4,33,1838.0,511
20250522-20250525-4,未活跃,道具获得,4,22,234.0,126
20250424-20250427-4,中R,道具获得,4,138,4427.0,1788
20250207-20250210-4,超R,道具获得,1,4,812.0,66
20250219-20250222-4,大R,道具获得,3,26,2310.0,339
20250412-20250415-4,中R,3_转盘心愿,试金石,146,36910.0,3691
20250412-20250415-4,小R,3_转盘心愿,火石（神武升星道具）,157,27740.0,2774
20250424-20250427-4,大R,3_转盘心愿,武将经验 +100000,30,4460.0,892
20250424-20250427-4,大R,3_转盘心愿,家宝箱子道具自选包,7,220.0,220
20250424-20250427-4,超R,3_转盘心愿,阵石招募令,12,2295.0,765
20250412-20250415-4,小R,4_转盘心愿,铁锭（装备饰品和改造道具）,157,554800.0,2774
20250303-20250306-4,非R,2_转盘心愿,勇·前田利家SSR+,229,1581.0,1581
20250424-20250427-4,非R,1_转盘心愿,UR赤備えの太刀,1353,10683.0,10683
20250506-20250509-4,微R,3_转盘心愿,火砂（神武升级道具）,271,2051500.0,4103
20250506-20250509-4,超R,3_转盘心愿,战旗觉醒道具自选包,15,1680.0,560
20250321-20250324-4,非R,2_转盘心愿,织田信长SSR+,269,2131.0,2131
20250321-20250324-4,小R,2_转盘心愿,织田信长SSR+,49,656.0,656
20250321-20250324-4,小R,2_转盘心愿,S30明智光秀UR（碎片）,52,1715.0,343
20250424-20250427-4,超R,4_转盘心愿,武将经验 +20000,16,7176.0,897
20250424-20250427-4,大R,4_转盘心愿,武将经验 +20000,28,7856.0,982
20250303-20250306-4,非R,1_转盘心愿,UR采配,1386,12046.0,12046
20250321-20250324-4,中R,4_转盘心愿,神砂,145,444850.0,2342
20250506-20250509-4,非R,1_转盘心愿,神武武器-朱枪,1330,11771.0,11771
20250303-20250306-4,小R,1_转盘心愿,S32酒井忠次UR,31,133.0,133
20250303-20250306-4,中R,4_转盘心愿,火砂（神武升级道具）,145,642800.0,3214
20250522-20250525-4,微R,3_转盘心愿,铁锭（装备饰品和改造道具）,267,1736500.0,3473
20250522-20250525-4,中R,3_转盘心愿,武将经验 +100000,130,7835.0,1567
20250219-20250222-4,超R,3_转盘心愿,研习金色道具,10,1680.0,336
20250219-20250222-4,中R,3_转盘心愿,家宝箱子道具自选包,23,320.0,320
20241215-20241218-4,非R,1_转盘心愿,S32酒井忠次UR,842,5792.0,5792
20250125-20250128-4,大R,2_转盘心愿,神武武器-武士刀,34,1483.0,1483
20250506-20250509-4,小R,2_转盘心愿,援·丰臣秀吉SSR+,23,153.0,153
20250506-20250509-4,小R,3_转盘心愿,战旗觉醒道具自选包,33,1260.0,420
20250219-20250222-4,微R,2_转盘心愿,S29佐久间盛政UR（碎片）,66,1450.0,290
20250424-20250427-4,微R,2_转盘心愿,SSR+神武武器-禅杖,273,3684.0,3684
20250522-20250525-4,小R,2_转盘心愿,SSR+鬼虎之枪,157,2484.0,2484
20250522-20250525-4,未活跃,2_转盘心愿,SSR+鬼虎之枪,29,270.0,270
20250125-20250128-4,中R,3_转盘心愿,UR招募令,73,4548.0,1516
20250219-20250222-4,微R,4_转盘心愿,银币,274,778700000.0,7787
20250219-20250222-4,小R,4_转盘心愿,银币,157,514300000.0,5143
20250108-20250111-4,大R,3_转盘心愿,研习橙色道具,24,14200.0,710
20250522-20250525-4,非R,1_转盘心愿,S36UR-武田信繁,676,5210.0,5210
20250321-20250324-4,微R,1_转盘心愿,刚·岛津义久UR,41,42.0,42
20250321-20250324-4,中R,1_转盘心愿,刚·岛津义久UR,38,40.0,40
20241215-20241218-4,中R,2_转盘心愿,S32酒井忠次UR（碎片）,135,12320.0,2464
20241215-20241218-4,超R,2_转盘心愿,S33前田庆次UR（碎片）,17,2100.0,420
20250321-20250324-4,中R,2_转盘心愿,神武武器-武士刀,141,1110.0,1110
20250219-20250222-4,超R,4_转盘心愿,铁锭（装备饰品和改造道具）,17,91600.0,458
20250321-20250324-4,超R,4_转盘心愿,铁锭（装备饰品和改造道具）,17,19800.0,99
20250125-20250128-4,未活跃,2_转盘心愿,火精（神武升星突破道具）,85,8130.0,813
20250117-20250120-4,微R,2_转盘心愿,援·丰臣秀吉SSR+,48,378.0,378
20250219-20250222-4,未活跃,1_转盘心愿,S35真田幸隆SSR+,17,27.0,27
20250412-20250415-4,非R,3_转盘心愿,高级招募令,165,1506.0,502
20250303-20250306-4,未活跃,2_转盘心愿,S32酒井忠次UR（碎片）,5,90.0,18
20250303-20250306-4,小R,2_转盘心愿,S35真田幸隆SSR+（碎片）,76,1890.0,945
20250522-20250525-4,超R,2_转盘心愿,S32酒井忠次UR（碎片）,8,355.0,71
20250424-20250427-4,中R,2_转盘心愿,S32酒井忠次UR（碎片）,23,535.0,107
20250412-20250415-4,微R,3_转盘心愿,高级招募令,35,504.0,168
20250125-20250128-4,未活跃,2_转盘心愿,援·丰臣秀吉SSR+,19,174.0,174
20250506-20250509-4,超R,2_转盘心愿,S18山中幸盛SSR+(碎片),1,60.0,12
20250401-20250404-4,超R,1_转盘心愿,S33前田庆次UR,11,201.0,201
20250401-20250404-4,非R,1_转盘心愿,S29佐久间盛政UR,234,712.0,712
20250321-20250324-4,未活跃,1_转盘心愿,S32酒井忠次UR,4,11.0,11
20250108-20250111-4,大R,1_转盘心愿,S23岛津义弘UR,15,296.0,296
20241215-20241218-4,未活跃,2_转盘心愿,援·阿国SSR+,19,84.0,84
20241207-20241210-4,微R,3_转盘心愿,高级招募令,46,138.0,46
20241207-20241210-4,超R,3_转盘心愿,阵石招募令,14,69.0,23
20250506-20250509-4,大R,直购礼包,赛季UR转盘礼包3,4,12404.4108,19
20250108-20250111-4,中R,直购礼包,赛季UR转盘礼包2,15,7576.209599999996,62
20250207-20250210-4,小R,直购礼包,赛季UR转盘礼包2,1,750.2687999999999,6
20250321-20250324-4,小R,3_转盘心愿,UR招募令,139,3054.0,1018
20241227-20241230-4,微R,3_转盘心愿,武将经验 +100000,171,10280.0,2056
20250506-20250509-4,未活跃,4_转盘心愿,武将经验 +20000,13,720.0,90
20241207-20241210-4,小R,4_转盘心愿,武将经验 +20000,142,1976.0,247
20241227-20241230-4,超R,2_转盘心愿,S18山中幸盛SSR+(碎片),2,35.0,7
20250321-20250324-4,微R,3_转盘心愿,铁锭（装备饰品和改造道具）,252,676500.0,1353
20250424-20250427-4,中R,道具获得,1,12,886.0,112
20250412-20250415-4,微R,道具获得,3,39,1080.0,125
20250522-20250525-4,超R,道具获得,1,10,4712.0,135
20250506-20250509-4,未活跃,道具获得,4,12,143.0,72
20250303-20250306-4,大R,道具获得,1,12,2716.0,158
20241207-20241210-4,非R,道具获得,4,839,9520.0,5620
20250207-20250210-4,大R,道具获得,4,33,2970.0,994
20250412-20250415-4,中R,3_转盘心愿,研习橙色道具,63,18600.0,930
20250412-20250415-4,微R,3_转盘心愿,试金石,274,41740.0,4174
20250522-20250525-4,微R,4_转盘心愿,玉钢,271,37806000.0,6301
20250412-20250415-4,中R,4_转盘心愿,计策锦囊(被gameconstantset引用),138,70280.0,3514
20250412-20250415-4,微R,4_转盘心愿,玉钢,280,46830000.0,7805
20250303-20250306-4,非R,2_转盘心愿,S32酒井忠次UR（碎片）,211,3555.0,711
20250303-20250306-4,超R,2_转盘心愿,S33前田庆次UR（碎片）,12,1345.0,269
20250303-20250306-4,未活跃,2_转盘心愿,SSR+神武武器-禅杖,33,195.0,195
20250424-20250427-4,中R,1_转盘心愿,UR采配,146,2706.0,2706
20250424-20250427-4,中R,1_转盘心愿,神武武器-朱枪,146,2706.0,2706
20250412-20250415-4,小R,2_转盘心愿,勇·前田利家SSR+,37,669.0,669
20250321-20250324-4,中R,2_转盘心愿,S31京极龙子UR（碎片）,71,2885.0,577
20250321-20250324-4,非R,2_转盘心愿,金色国宝随机包（10个全）,771,793.0,793
20250303-20250306-4,小R,3_转盘心愿,S30冠军鸡,123,4359.0,1453
20250321-20250324-4,非R,4_转盘心愿,玉钢,1419,78430500.0,14058
20250303-20250306-4,未活跃,1_转盘心愿,S35山本勘助UR,13,58.0,58
20250303-20250306-4,中R,4_转盘心愿,银币,145,577600000.0,5776
20241215-20241218-4,小R,3_转盘心愿,S34招募令,142,10689.0,3563
20241215-20241218-4,非R,3_转盘心愿,战旗觉醒道具自选包,233,5877.0,1959
20241215-20241218-4,中R,3_转盘心愿,高级招募令,16,540.0,180
20250125-20250128-4,大R,2_转盘心愿,SSR+折扇,34,1483.0,1483
20250506-20250509-4,非R,2_转盘心愿,援·阿国SSR+,226,1898.0,1898
20250506-20250509-4,微R,2_转盘心愿,SSR+鬼虎之枪,271,4103.0,4103
20250506-20250509-4,微R,2_转盘心愿,SSR+神武武器-禅杖,271,4103.0,4103
20250506-20250509-4,大R,2_转盘心愿,神武武器-武士刀,34,963.0,963
20250506-20250509-4,小R,2_转盘心愿,S18山中幸盛SSR+(碎片),52,2225.0,445
20250108-20250111-4,大R,2_转盘心愿,织田信长SSR+,16,414.0,414
20250125-20250128-4,大R,4_转盘心愿,武将经验 +20000,33,9040.0,1130
20250424-20250427-4,小R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,75,1242.0,621
20250424-20250427-4,微R,2_转盘心愿,SSR+鬼虎之枪,273,3684.0,3684
20250125-20250128-4,中R,3_转盘心愿,S30冠军鸡,91,6537.0,2179
20250522-20250525-4,微R,3_转盘心愿,研习紫色道具,23,4800.0,48
20250207-20250210-4,中R,4_转盘心愿,银币,139,679000000.0,6790
20250506-20250509-4,超R,2_转盘心愿,S34织田冬姬SSR+（碎片）,11,840.0,168
20250506-20250509-4,超R,2_转盘心愿,S32金森长近SSR+（碎片）,12,680.0,136
20250219-20250222-4,非R,1_转盘心愿,S31京极龙子UR,361,1359.0,1359
20250108-20250111-4,未活跃,2_转盘心愿,谋·竹中半兵卫SSR+,17,104.0,104
20250522-20250525-4,非R,1_转盘心愿,神武武器-瓮通枪,1343,10734.0,10734
20250522-20250525-4,大R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,33,862.0,862
20250522-20250525-4,小R,1_转盘心愿,UR采配,157,2484.0,2484
20250522-20250525-4,微R,1_转盘心愿,佐竹义重UR武器,267,3473.0,3473
20250207-20250210-4,小R,1_转盘心愿,S14濑名姬SSR+,38,672.0,672
20250321-20250324-4,小R,1_转盘心愿,佐竹义重UR武器,145,755.0,755
20250321-20250324-4,大R,1_转盘心愿,UR采配,33,282.0,282
20250321-20250324-4,超R,1_转盘心愿,UR采配,17,99.0,99
20250522-20250525-4,中R,1_转盘心愿,佐竹义重UR武器,146,2952.0,2952
20241215-20241218-4,中R,2_转盘心愿,织田信长SSR+,65,975.0,975
20250125-20250128-4,大R,2_转盘心愿,援·丰臣秀吉SSR+,7,333.0,333
20250401-20250404-4,微R,3_转盘心愿,S30冠军鸡,195,4218.0,1406
20250401-20250404-4,微R,3_转盘心愿,UR招募令,109,3453.0,1151
20250522-20250525-4,超R,1_转盘心愿,S32酒井忠次UR,8,85.0,85
20250321-20250324-4,超R,2_转盘心愿,金色国宝随机包（10个全）,8,9.0,9
20250424-20250427-4,中R,2_转盘心愿,SSR+神武武器-禅杖,146,2706.0,2706
20250522-20250525-4,非R,2_转盘心愿,S9池坊专好SSR+,68,391.0,391
20250522-20250525-4,非R,2_转盘心愿,援·阿国SSR+,159,1223.0,1223
20250424-20250427-4,中R,1_转盘心愿,S36SSR+-诸角虎定,67,288.0,288
20250125-20250128-4,中R,2_转盘心愿,援·阿国SSR+,37,817.0,817
20250401-20250404-4,大R,3_转盘心愿,阵石招募令,17,828.0,276
20250125-20250128-4,超R,4_转盘心愿,武将经验 +20000,15,3976.0,497
20250506-20250509-4,超R,4_转盘心愿,神砂,17,114200.0,571
20250424-20250427-4,超R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,11,222.0,111
20250522-20250525-4,未活跃,2_转盘心愿,S32酒井忠次UR（碎片）,9,175.0,35
20250321-20250324-4,未活跃,2_转盘心愿,织田信长SSR+,4,11.0,11
20250412-20250415-4,小R,3_转盘心愿,高级招募令,20,231.0,77
20241207-20241210-4,超R,直购礼包上月标签,超R,9,46968.68400000001,233
20250506-20250509-4,中R,直购礼包上月标签,中R,24,11499.760399999992,122
20241215-20241218-4,未活跃,2_转盘心愿,S31京极龙子UR（碎片）,71,2135.0,427
20250117-20250120-4,超R,3_转盘心愿,研习橙色道具,12,6120.0,306
20241207-20241210-4,非R,3_转盘心愿,阵石招募令,484,2166.0,722
20250412-20250415-4,大R,直购礼包,赛季UR转盘礼包3,6,19004.410799999998,29
20250522-20250525-4,非R,直购礼包,赛季UR转盘礼包1,1,33.8663,1
20250117-20250120-4,未活跃,1_转盘心愿,S31三之丸殿SSR+,15,52.0,52
20241227-20241230-4,大R,3_转盘心愿,战旗觉醒道具自选包,22,2010.0,670
20241207-20241210-4,小R,2_转盘心愿,援·丰臣秀吉SSR+,32,32.0,32
20241207-20241210-4,超R,4_转盘心愿,武将经验 +20000,16,232.0,29
20250207-20250210-4,未活跃,3_转盘心愿,高级招募令,10,312.0,104
20241207-20241210-4,大R,4_转盘心愿,神砂,32,12800.0,64
20250321-20250324-4,未活跃,3_转盘心愿,S30冠军鸡,19,225.0,75
20250117-20250120-4,超R,道具获得,3,9,625.0,88
20250303-20250306-4,大R,道具获得,4,34,1632.0,489
20250207-20250210-4,未活跃,道具获得,1,1,480.0,6
20241227-20241230-4,未活跃,道具获得,4,50,670.0,381
20250108-20250111-4,中R,道具获得,1,34,5142.0,322
20250412-20250415-4,非R,3_转盘心愿,研习金色道具,435,20415.0,4083
20250424-20250427-4,小R,3_转盘心愿,S36招募令,139,5364.0,1788
20250424-20250427-4,小R,3_转盘心愿,阵石招募令,71,2703.0,901
20250522-20250525-4,中R,4_转盘心愿,玉钢,146,34290000.0,5715
20250522-20250525-4,微R,4_转盘心愿,铭刻道具自选包,267,3473.0,3473
20250412-20250415-4,中R,4_转盘心愿,铁锭（装备饰品和改造道具）,146,738200.0,3691
20250424-20250427-4,大R,1_转盘心愿,UR神武武器-国光,34,1019.0,1019
20250424-20250427-4,非R,1_转盘心愿,神武武器-朱枪,1353,10683.0,10683
20250424-20250427-4,超R,1_转盘心愿,UR神武武器-国光,17,368.0,368
20250506-20250509-4,微R,3_转盘心愿,高级招募令,22,252.0,84
20250321-20250324-4,大R,2_转盘心愿,援·阿国SSR+,5,149.0,149
20250321-20250324-4,大R,2_转盘心愿,勇·前田利家SSR+,7,126.0,126
20250117-20250120-4,微R,4_转盘心愿,神砂,188,562800.0,2814
20250303-20250306-4,非R,3_转盘心愿,试金石,1386,120460.0,12046
20250303-20250306-4,未活跃,3_转盘心愿,火石（神武升星道具）,33,1950.0,195
20250303-20250306-4,中R,1_转盘心愿,UR神武武器-国光,145,3214.0,3214
20250506-20250509-4,非R,1_转盘心愿,S33前田美津SSR+,264,955.0,955
20250506-20250509-4,微R,1_转盘心愿,神武武器-瓮通枪,271,4103.0,4103
20250506-20250509-4,未活跃,1_转盘心愿,UR赤備えの太刀,23,251.0,251
20241215-20241218-4,超R,3_转盘心愿,阵石招募令,14,2400.0,800
20250522-20250525-4,非R,3_转盘心愿,橙经验国宝,123,3975.0,795
20241215-20241218-4,大R,1_转盘心愿,S33前田庆次UR,34,1002.0,1002
20250506-20250509-4,微R,2_转盘心愿,援·阿国SSR+,38,562.0,562
20250506-20250509-4,小R,2_转盘心愿,S31三之丸殿SSR+（碎片）,57,2050.0,410
20250506-20250509-4,非R,2_转盘心愿,S18山中幸盛SSR+(碎片),413,9390.0,1878
20250506-20250509-4,大R,3_转盘心愿,阵石招募令,21,1506.0,502
20250219-20250222-4,中R,2_转盘心愿,神武武器-武士刀,144,3464.0,3464
20250219-20250222-4,未活跃,2_转盘心愿,S30明智光秀UR（碎片）,16,195.0,39
20250125-20250128-4,中R,4_转盘心愿,铭刻道具自选包,144,4253.0,4253
20250522-20250525-4,非R,2_转盘心愿,S32酒井忠次UR（碎片）,254,3270.0,654
20250125-20250128-4,中R,2_转盘心愿,谋·竹中半兵卫SSR+,55,1278.0,1278
20250321-20250324-4,中R,4_转盘心愿,觉醒道具紫,144,157.0,157
20250424-20250427-4,超R,4_转盘心愿,铭刻道具自选包,17,368.0,368
20250219-20250222-4,非R,4_转盘心愿,玉钢,1450,135216000.0,22536
20250207-20250210-4,大R,2_转盘心愿,S20朝日姬SSR+(碎片),12,1390.0,278
20250207-20250210-4,中R,2_转盘心愿,谋·竹中半兵卫SSR+,49,2260.0,2260
20250207-20250210-4,未活跃,2_转盘心愿,S31三之丸殿SSR+（碎片）,15,530.0,106
20250401-20250404-4,中R,2_转盘心愿,S35真田幸隆SSR+（碎片）,67,2316.0,1158
20250219-20250222-4,中R,1_转盘心愿,S33前田庆次UR,100,1138.0,1138
20250219-20250222-4,大R,1_转盘心愿,神武武器-瓮通枪,34,1222.0,1222
20250219-20250222-4,未活跃,3_转盘心愿,铁锭（装备饰品和改造道具）,51,175000.0,350
20250219-20250222-4,超R,1_转盘心愿,S35真田幸隆SSR+,9,32.0,32
20250108-20250111-4,微R,3_转盘心愿,阵石招募令,124,5667.0,1889
20250522-20250525-4,大R,1_转盘心愿,S33前田庆次UR,24,403.0,403
20250207-20250210-4,非R,1_转盘心愿,S18山中幸盛SSR+,500,5878.0,5878
20250321-20250324-4,微R,1_转盘心愿,佐竹义重UR武器,252,1353.0,1353
20250522-20250525-4,未活跃,1_转盘心愿,2025元旦UR神武武器-三日月宗近,29,270.0,270
20250108-20250111-4,超R,3_转盘心愿,橙经验国宝,2,85.0,17
20250321-20250324-4,中R,2_转盘心愿,SSR+折扇,141,1110.0,1110
20250321-20250324-4,非R,4_转盘心愿,铭刻道具自选包,1163,4205.0,4205
20250522-20250525-4,超R,1_转盘心愿,神武武器-6周年庆,17,388.0,388
20250506-20250509-4,大R,2_转盘心愿,S20朝日姬SSR+(碎片),2,205.0,41
20250522-20250525-4,非R,2_转盘心愿,勇·前田利家SSR+,161,1170.0,1170
20250303-20250306-4,小R,2_转盘心愿,援·阿国SSR+,31,296.0,296
20250303-20250306-4,小R,3_转盘心愿,高级招募令,13,144.0,48
20250506-20250509-4,超R,4_转盘心愿,火砂（神武升级道具）,17,69000.0,345
20250125-20250128-4,未活跃,4_转盘心愿,神砂,52,98600.0,493
20250401-20250404-4,微R,3_转盘心愿,高级招募令,25,111.0,37
20250522-20250525-4,微R,2_转盘心愿,S9池坊专好SSR+,19,185.0,185
20250522-20250525-4,大R,2_转盘心愿,S33前田庆次UR（碎片）,24,2100.0,420
20241227-20241230-4,非R,2_转盘心愿,S31三之丸殿SSR+（碎片）,397,9210.0,1842
20241227-20241230-4,大R,2_转盘心愿,S31三之丸殿SSR+（碎片）,20,965.0,193
20241227-20241230-4,非R,2_转盘心愿,勇·前田利家SSR+,228,1429.0,1429
20241227-20241230-4,未活跃,2_转盘心愿,S31三之丸殿SSR+（碎片）,22,470.0,94
20250321-20250324-4,未活跃,2_转盘心愿,S32酒井忠次UR（碎片）,4,55.0,11
20250108-20250111-4,小R,1_转盘心愿,S28柿崎景家UR,62,400.0,400
20250108-20250111-4,微R,1_转盘心愿,S28柿崎景家UR,103,750.0,750
20250108-20250111-4,中R,1_转盘心愿,S28柿崎景家UR,74,662.0,662
20250108-20250111-4,小R,1_转盘心愿,S23岛津家久UR,13,160.0,160
20250125-20250128-4,小R,1_转盘心愿,S35山本勘助UR,126,1739.0,1739
20250424-20250427-4,超R,直购礼包上月标签,超R,9,71845.1697,271
20241207-20241210-4,微R,直购礼包上月标签,微R,6,2054.238499999999,37
20250117-20250120-4,超R,3_转盘心愿,研习金色道具,8,1060.0,212
20250303-20250306-4,超R,直购礼包,赛季UR转盘礼包2,7,9975.134399999999,83
20250522-20250525-4,中R,直购礼包,赛季UR转盘礼包1,13,3045.0531000000015,93
20250506-20250509-4,小R,直购礼包,赛季UR转盘礼包2,2,500.1792,4
20250412-20250415-4,大R,直购礼包,赛季UR转盘礼包2,7,4800.0,40
