type,period,last1_paytag,dtype1,dtype2,users,money_rmb,paid_add
paymentname_date_group,2025-01-25,大R,珍珠,9.99-60珍珠,1,125.044800,
paymentname_date_group,2025-03-29,大R,珍珠,99.99-660珍珠,1,1844.410800,
paymentname_date_group,2024-12-02,大R,运营活动直购礼包,每日特惠活动档位1,1,33.866300,
paymentname_date_group,2024-11-17,大R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2024-10-24,大R,月度周储钱罐,月度周储钱罐,1,16.672640,300.0
paymentname_date_group,2025-01-14,超R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2024-12-27,微R,幸运屋,S33前田美津SSR+,1,62.522400,
paymentname_date_group,2024-11-24,超R,网页充值,660网页充值,2,1168.126840,
paymentname_date_group,2024-12-29,小R,运营活动直购礼包,每日特惠活动档位1,1,33.866300,
paymentname_date_group,2024-11-08,小R,每日一键,一键购买日礼包-2,1,8.336320,40.0
paymentname_date_group,2025-04-23,非R,月卡,19.99-2025尊贵月卡,1,125.044800,1300.0
paymentname_date_group,2024-10-20,大R,幸运屋,S32金森长近SSR+,1,62.522400,
paymentname_date_group,2025-01-03,小R,4周年庆典自选礼包,4周年庆典自选礼包1,1,125.044800,1200.0
paymentname_date_group,2025-03-14,小R,限购礼包,6000日元限时礼包=+金币+火石（神武升星道具）+火精（神武升星突破道具）,1,312.612000,3200.0
paymentname_date_group,2024-11-26,微R,战鼓解锁,战鼓3,1,125.044800,
paymentname_date_group,2024-10-17,超R,情人节活动,2024情人节信物礼包2,1,125.044800,
paymentname_date_group,2024-10-26,中R,周期-日礼包,每日礼包-new-金币3,1,33.866300,480.0
paymentname_date_group,2025-04-15,大R,签到礼包,签到礼包4,1,614.803600,6600.0
paymentname_date_group,2024-11-19,大R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2025-01-12,中R,网页充值,120网页充值,1,118.792560,
paymentname_date_group,2024-11-22,超R,神武锻造,神武锻造-购买档位3,1,614.803600,
paymentname_date_group,2025-01-26,中R,团购礼包,团购礼包-1200日元,2,125.044800,1200.0
paymentname_date_group,2025-01-19,超R,网页充值,1320网页充值,1,1168.126840,
paymentname_date_group,2025-05-21,中R,周期-日礼包,每日礼包-V9-14-4,1,8.336320,100.0
paymentname_date_group,2025-04-15,超R,网页充值,1320网页充值,2,5840.634200,
paymentname_date_group,2025-03-29,大R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2025-01-14,超R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2025-02-10,中R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2025-04-19,微R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2025-03-07,大R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2025-02-27,中R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-05-23,中R,网页充值,3300网页充值,1,2920.317100,
paymentname_date_group,2025-01-14,微R,签到礼包,签到礼包4,1,614.803600,6600.0
paymentname_date_group,2025-04-07,中R,幸运屋,S35真田幸隆SSR+,1,62.522400,
paymentname_date_group,2025-05-18,大R,月度活动,月度活跃-battlepass高级,1,312.612000,3200.0
paymentname_date_group,2025-02-03,微R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-05-17,中R,金币,49.99-3200金币,1,312.612000,3200.0
paymentname_date_group,2024-11-10,小R,每日一键,一键购买,2,50.017920,480.0
paymentname_date_group,2024-12-19,微R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2025-01-16,大R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2024-12-28,中R,网页充值,1320网页充值,1,1168.126840,
paymentname_date_group,2025-05-03,小R,赛季征战活动,赛季整合礼包4.99-320金币-2,1,33.866300,320.0
paymentname_date_group,2024-11-21,微R,签到礼包,签到礼包4,1,614.803600,6600.0
paymentname_date_group,2025-04-05,小R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2024-12-28,中R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2024-12-28,小R,超级转盘,赛季UR转盘礼包2,1,125.044800,
paymentname_date_group,2025-03-19,中R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2024-11-09,非R,神魔之乱,神魔-绘马礼包2,1,625.224000,
paymentname_date_group,2025-05-26,小R,周期-周礼包,每周礼包-V9-14-6,1,16.672640,
paymentname_date_group,2025-03-18,非R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2025-01-12,小R,游园会通行证,游园会史诗礼包19.99-600金币,1,125.044800,1200.0
paymentname_date_group,2024-12-27,超R,网页充值,13200网页充值,1,11681.268400,
paymentname_date_group,2025-03-19,中R,荣耀特典,128231,1,125.044800,1200.0
paymentname_date_group,2025-02-17,大R,情人节活动,2025情人节-节日礼包4,3,250.089600,2400.0
paymentname_date_group,2025-05-09,中R,签到礼包,签到礼包1,1,62.522400,600.0
paymentname_date_group,2025-03-16,中R,月度周储钱罐,月度周储钱罐,2,33.345280,600.0
paymentname_date_group,2024-10-21,中R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2024-11-17,中R,网页充值,320网页充值,2,593.962800,
paymentname_date_group,2025-04-22,微R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-05-10,大R,4周年庆典自选礼包,4周年庆典自选礼包3,1,614.803600,6600.0
paymentname_date_group,2024-12-12,中R,周期-日礼包,每日礼包-new-金币1,1,8.336320,80.0
paymentname_date_group,2024-12-28,小R,网页充值,60网页充值,1,59.396280,
paymentname_date_group,2025-05-15,微R,battlepass-周年庆,四周年通行证,1,125.044800,
paymentname_date_group,2025-05-13,中R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-03-27,超R,网页充值,13200网页充值,1,11681.268400,
paymentname_date_group,2025-05-17,大R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-02-25,中R,幸运屋,全UR获得礼包,1,93.783600,
paymentname_date_group,2025-04-21,大R,月次祭礼包,月次祭礼包3,1,1229.607200,
paymentname_date_group,2024-12-04,中R,行脚商人,行脚商人-自选礼包4,1,312.612000,3200.0
paymentname_date_group,2024-11-18,非R,运营活动直购礼包,每日特惠活动档位3,1,614.803600,
paymentname_date_group,2024-10-25,小R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2024-12-18,超R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-01-20,微R,成长计划,9.99-成长计划,1,62.522400,600.0
paymentname_date_group,2024-11-14,小R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2025-05-20,大R,月卡,4.99-2025月卡,1,33.866300,370.0
paymentname_date_group,2024-10-10,超R,周期-日礼包,每日礼包-神器7,1,125.044800,1200.0
paymentname_date_group,2025-05-21,中R,行脚商人,行脚商人-自选礼包4,1,312.612000,3200.0
paymentname_date_group,2024-11-20,小R,幸运屋,S23岛津家久,1,62.522400,
paymentname_date_group,2024-10-09,微R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2025-01-06,中R,幸运屋,本多忠胜SSR+,1,62.522400,
paymentname_date_group,2025-03-28,中R,幸运屋,全UR获得礼包,1,93.783600,
paymentname_date_group,2025-04-01,大R,每日一键,一键购买日礼包-3,1,16.672640,160.0
paymentname_date_group,2025-04-30,中R,情人节活动,2024情人节稀有礼包4.99-320金币(新,3,101.598900,900.0
paymentname_date_group,2025-04-27,大R,每日一键,一键购买,4,100.035840,960.0
paymentname_date_group,2024-12-17,小R,运营活动直购礼包,每日特惠活动档位2,1,125.044800,
paymentname_date_group,2025-05-01,中R,月度周储钱罐,月度周储钱罐,4,66.690560,1200.0
paymentname_date_group,2025-01-16,中R,月卡,资源月卡-9.99美元,7,437.656800,4900.0
paymentname_date_group,2025-04-01,小R,月卡,19.99-尊贵月卡,6,750.268800,8400.0
paymentname_date_group,2024-10-29,小R,行脚商人,行脚商人-自选礼包1,2,67.732600,640.0
paymentname_date_group,2025-04-25,中R,神武锻造,神武锻造-购买档位1,1,33.866300,
paymentname_date_group,2025-01-07,中R,情人节活动,2024情人节稀有礼包4.99-300金币,11,687.746400,6600.0
paymentname_date_group,2025-01-28,中R,幸运屋,明智光秀SSR,1,33.866300,
paymentname_date_group,2025-04-19,微R,月卡,19.99-2025尊贵月卡,6,750.268800,7800.0
paymentname_date_group,2025-04-30,中R,一条龙,一条龙礼包6,11,3438.732000,22000.0
paymentname_date_group,2025-03-26,中R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2025-04-01,大R,签到礼包,签到礼包3,3,937.836000,9600.0
paymentname_date_group,2025-03-31,超R,珍珠,99.99-660珍珠,5,10451.661200,
paymentname_date_group,2024-10-21,大R,周期-周礼包,周礼包-10,1,33.866300,320.0
paymentname_date_group,2024-10-09,中R,金币,4.99-300金币,5,169.331500,1600.0
paymentname_date_group,2025-05-18,中R,一条龙,一条龙礼包7,3,1844.410800,9000.0
paymentname_date_group,2024-12-21,中R,情人节活动,2024情人节稀有礼包4.99-300金币,4,250.089600,2400.0
paymentname_date_group,2025-04-29,中R,周期-日礼包,每日礼包-V15-5,2,16.672640,200.0
paymentname_date_group,2024-10-21,小R,月卡,资源月卡-9.99美元,5,312.612000,3500.0
paymentname_date_group,2024-12-24,中R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2024-11-23,大R,网页充值,1320网页充值,2,2336.253680,
paymentname_date_group,2024-10-18,大R,月卡,资源月卡-9.99美元,4,250.089600,2800.0
paymentname_date_group,2024-10-04,中R,开运礼包,开运礼包3,2,250.089600,2400.0
paymentname_date_group,2024-10-01,大R,月卡,19.99-尊贵月卡,3,375.134400,4200.0
paymentname_date_group,2024-11-03,大R,团购礼包,团购礼包-1200日元,2,125.044800,1200.0
paymentname_date_group,2024-11-15,超R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2024-10-17,大R,行脚商人,行脚商人-自选礼包5,2,1229.607200,13200.0
paymentname_date_group,2025-01-26,微R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2025-03-27,中R,珍珠,99.99-660珍珠,3,2459.214400,
paymentname_date_group,2025-04-18,中R,月卡,9.99-2025资源月卡,20,1250.448000,14000.0
paymentname_date_group,2025-05-07,小R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-04-21,微R,月卡,4.99-2025月卡,2,67.732600,740.0
paymentname_date_group,2025-05-22,小R,网页充值,320网页充值,1,296.981400,
paymentname_date_group,2025-01-31,微R,金币,0.99-30金币,3,33.345280,160.0
paymentname_date_group,2025-05-25,小R,一条龙,一条龙礼包1,2,16.672640,200.0
paymentname_date_group,2025-03-27,超R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2025-01-03,中R,签到礼包,签到礼包3,9,2813.508000,28800.0
paymentname_date_group,2025-02-05,中R,周期-周礼包,周礼包-22,1,33.866300,320.0
paymentname_date_group,2025-03-03,超R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2025-02-03,微R,月度周储钱罐,月度周储钱罐,3,50.017920,900.0
paymentname_date_group,2024-11-08,大R,神魔之乱,神魔-绘马礼包1,3,372.529300,
paymentname_date_group,2025-05-09,中R,超级转盘,赛季UR转盘礼包1,4,270.930400,
paymentname_date_group,2024-11-16,超R,团购礼包,团购礼包-6000日元,2,2500.896000,25600.0
paymentname_date_group,2025-05-09,小R,月卡,9.99-2025资源月卡,1,62.522400,700.0
paymentname_date_group,2024-10-28,微R,月次祭礼包,月次祭礼包2,1,125.044800,
paymentname_date_group,2024-10-25,大R,周期-日礼包,每日礼包-new-金币4,1,62.522400,900.0
paymentname_date_group,2024-12-01,中R,珍珠,19.99-120珍珠,1,125.044800,
paymentname_date_group,2025-04-02,中R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2024-11-23,小R,战鼓解锁,战鼓3,2,250.089600,
paymentname_date_group,2025-04-27,大R,超级转盘,赛季UR转盘礼包1,1,135.465200,
paymentname_date_group,2024-11-13,中R,签到礼包,签到礼包1,3,187.567200,1800.0
paymentname_date_group,2024-11-28,大R,神武锻造,神武锻造-购买档位3,3,3074.018000,
paymentname_date_group,2025-04-27,中R,一条龙,一条龙礼包2,5,83.363200,1500.0
paymentname_date_group,2025-05-24,非R,网页充值,320网页充值,1,296.981400,
paymentname_date_group,2025-02-27,小R,月卡,资源月卡-9.99美元,2,125.044800,1400.0
paymentname_date_group,2024-11-14,大R,金币,0.99-30金币,2,25.008960,160.0
paymentname_date_group,2024-12-17,大R,网页充值,660网页充值,3,1752.190260,
paymentname_date_group,2025-02-03,中R,签到礼包,签到礼包2,5,625.224000,6000.0
paymentname_date_group,2025-04-24,中R,限购礼包,650日元限时礼包=+金币+铁锭（装备饰品和改造道具）+玉钢,3,237.064100,2880.0
paymentname_date_group,2025-05-09,大R,网页充值,320网页充值,1,296.981400,
paymentname_date_group,2025-03-08,大R,网页充值,660网页充值,2,1168.126840,
paymentname_date_group,2024-12-07,大R,团购礼包,团购礼包-6000日元,2,625.224000,6400.0
paymentname_date_group,2025-05-09,大R,6周年礼包,6周年-购买档位1-3,2,1844.410800,
paymentname_date_group,2025-01-19,微R,月卡,资源月卡-9.99美元,4,250.089600,2800.0
paymentname_date_group,2025-02-10,中R,每日一键,一键购买,3,75.026880,720.0
paymentname_date_group,2025-03-31,大R,珍珠,49.99-320珍珠,3,1250.448000,
paymentname_date_group,2024-11-19,中R,珍珠,4.99-32珍珠,3,169.331500,
paymentname_date_group,2024-10-20,大R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2025-03-10,大R,每日一键,一键购买,2,50.017920,480.0
paymentname_date_group,2025-05-24,大R,珍珠,19.99-120珍珠,3,500.179200,
paymentname_date_group,2025-02-23,超R,珍珠,99.99-660珍珠,3,9222.054000,
paymentname_date_group,2025-02-14,未活跃,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2024-12-18,大R,珍珠,19.99-120珍珠,3,375.134400,
paymentname_date_group,2025-01-10,超R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2024-11-05,大R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2024-12-29,中R,超级转盘,赛季UR转盘礼包1,8,812.791200,
paymentname_date_group,2025-05-05,小R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2024-11-16,超R,每日一键,一键购买,4,100.035840,960.0
paymentname_date_group,2024-10-15,超R,月度活动,月度活跃-battlepass高级,2,625.224000,6400.0
paymentname_date_group,2025-05-01,小R,月度活动,月度活跃-battlepass高级,1,312.612000,3200.0
paymentname_date_group,2024-11-12,超R,行脚商人,行脚商人-自选礼包2,4,437.656800,4200.0
paymentname_date_group,2025-04-15,中R,网页充值,60网页充值,1,59.396280,
paymentname_date_group,2024-11-05,超R,珍珠,99.99-660珍珠,3,3688.821600,
paymentname_date_group,2025-05-13,小R,限购礼包,650日元限时礼包=+金币+化境研习橙色道具+玉钢,1,101.598900,960.0
paymentname_date_group,2025-05-01,中R,周期-周礼包,每周礼包-V15,1,62.522400,1200.0
paymentname_date_group,2025-04-30,微R,一条龙,一条龙礼包5,1,125.044800,1200.0
paymentname_date_group,2024-10-22,中R,周期-日礼包,每日礼包-new-金币1,1,8.336320,80.0
paymentname_date_group,2025-02-14,超R,运营活动直购礼包,每日特惠活动档位3,3,4918.428800,
paymentname_date_group,2025-05-10,中R,网页充值,1320网页充值,1,1168.126840,
paymentname_date_group,2024-11-13,中R,月卡,4.99-月卡,4,135.465200,1480.0
paymentname_date_group,2025-03-26,中R,网页充值,32网页充值,1,32.146934,
paymentname_date_group,2025-04-29,中R,珍珠,99.99-660珍珠,3,1844.410800,
paymentname_date_group,2024-11-25,超R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-04-11,微R,珍珠,99.99-660珍珠,1,614.803600,
paymentname_date_group,2024-11-20,小R,每日一键,一键购买日礼包-1,2,16.672640,80.0
paymentname_date_group,2025-04-04,中R,行脚商人,行脚商人-自选礼包1,2,135.465200,1280.0
paymentname_date_group,2025-04-04,中R,网页充值,120网页充值,1,118.792560,
paymentname_date_group,2024-11-28,小R,月卡,19.99-尊贵月卡,3,375.134400,4200.0
paymentname_date_group,2025-05-19,大R,珍珠,19.99-120珍珠,3,750.268800,
paymentname_date_group,2025-05-11,大R,情人节活动,2025情人节-巧克力礼包2,1,375.134400,
paymentname_date_group,2025-01-09,大R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2024-10-18,超R,神武锻造,神武锻造-购买档位2,3,875.313600,
paymentname_date_group,2025-05-01,中R,情人节活动,2024情人节信物礼包3,3,3074.018000,
paymentname_date_group,2025-02-15,中R,运营活动直购礼包,每日特惠活动档位1,2,135.465200,
paymentname_date_group,2025-05-02,中R,月卡,4.99-2025月卡,2,67.732600,740.0
paymentname_date_group,2024-11-30,大R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2024-10-19,中R,金币,0.99-30金币,2,16.672640,80.0
paymentname_date_group,2025-03-13,大R,签到礼包,签到礼包4,1,614.803600,6600.0
paymentname_date_group,2025-03-07,非R,签到礼包,签到礼包2,1,125.044800,1200.0
paymentname_date_group,2025-04-21,中R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-02-09,超R,每日一键,一键购买,2,50.017920,480.0
paymentname_date_group,2025-01-06,小R,battlepass-周年庆,四周年通行证,1,125.044800,
paymentname_date_group,2024-11-21,大R,签到礼包,签到礼包3,1,312.612000,3200.0
paymentname_date_group,2025-04-10,中R,签到礼包,签到礼包2,2,250.089600,2400.0
paymentname_date_group,2025-05-13,中R,网页充值,60网页充值,1,59.396280,
paymentname_date_group,2025-05-10,大R,珍珠,99.99-660珍珠,3,4303.625200,
paymentname_date_group,2025-02-17,超R,神魔之乱,神魔-绘马礼包3,1,614.803600,
paymentname_date_group,2025-01-19,中R,6周年礼包,6周年-购买档位4-1,3,203.197800,
paymentname_date_group,2025-02-01,中R,月度周储钱罐,月度周储钱罐,3,50.017920,900.0
paymentname_date_group,2024-10-18,中R,月度活动,月度活跃-battlepass中级,3,375.134400,3600.0
paymentname_date_group,2024-10-18,小R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-02-14,中R,情人节活动,2025情人节-巧克力礼包1,6,609.593400,
paymentname_date_group,2025-04-25,大R,金币,49.99-3200金币,1,312.612000,3200.0
paymentname_date_group,2025-01-02,超R,签到礼包,签到礼包3,1,312.612000,3200.0
paymentname_date_group,2025-02-08,中R,珍珠,0.99-4珍珠,5,66.690560,
paymentname_date_group,2024-12-26,小R,幸运屋,S33前田美津SSR+,1,62.522400,
paymentname_date_group,2025-05-17,中R,月卡,4.99-2025月卡,7,237.064100,2590.0
paymentname_date_group,2025-02-14,中R,珍珠,0.99-4珍珠,2,16.672640,
paymentname_date_group,2025-03-25,中R,网页充值,1320网页充值,2,2336.253680,
paymentname_date_group,2024-12-20,超R,珍珠,19.99-120珍珠,1,250.089600,
paymentname_date_group,2025-04-04,非R,幸运屋,新-竹中半兵卫SSR+,1,62.522400,
paymentname_date_group,2025-05-10,中R,限购礼包,6000日元限时礼包=+金币+火石（神武升星道具）+火精（神武升星突破道具）,1,625.224000,6400.0
paymentname_date_group,2024-12-25,中R,珍珠,49.99-320珍珠,2,625.224000,
paymentname_date_group,2025-01-15,微R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2024-10-09,大R,月卡,19.99-尊贵月卡,2,250.089600,2800.0
paymentname_date_group,2025-05-15,中R,团购礼包,团购礼包-6000日元,1,312.612000,3200.0
paymentname_date_group,2025-02-12,中R,网页充值,120网页充值,2,356.377680,
paymentname_date_group,2024-11-21,超R,行脚商人,行脚商人-自选礼包1,3,203.197800,1920.0
paymentname_date_group,2024-10-22,中R,月卡,19.99-尊贵月卡,2,250.089600,2800.0
paymentname_date_group,2025-03-23,大R,周期-日礼包,每日礼包-new-金币3,1,33.866300,480.0
paymentname_date_group,2025-04-17,中R,周期-周礼包,周礼包-22,1,101.598900,960.0
paymentname_date_group,2024-12-24,中R,开运礼包,开运礼包6,1,614.803600,6600.0
paymentname_date_group,2024-10-24,非R,团购礼包,团购礼包-320日元,1,66.690560,640.0
paymentname_date_group,2024-10-29,中R,battlepass-周年庆,四周年通行证,2,250.089600,
paymentname_date_group,2025-01-22,小R,情人节活动,2024情人节信物礼包1,1,169.331500,
paymentname_date_group,2025-04-05,微R,网页充值,32网页充值,1,32.146934,
paymentname_date_group,2024-12-09,大R,超级转盘,赛季UR转盘礼包3,3,4918.428800,
paymentname_date_group,2025-02-16,小R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2024-11-02,中R,珍珠,0.99-4珍珠,2,16.672640,
paymentname_date_group,2025-03-27,小R,限购礼包,320日元限时礼包=+金币+I阶符文随机包+玉钢,1,16.672640,160.0
paymentname_date_group,2025-03-31,微R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2025-03-23,中R,超级转盘,赛季UR转盘礼包1,1,169.331500,
paymentname_date_group,2025-01-16,微R,4周年庆典自选礼包,4周年庆典自选礼包1,2,250.089600,2400.0
paymentname_date_group,2025-03-11,大R,神武锻造,神武锻造-购买档位2,1,125.044800,
paymentname_date_group,2025-02-13,大R,月次祭礼包,月次祭礼包3,4,3074.018000,
paymentname_date_group,2025-01-13,中R,月卡,19.99-尊贵月卡,5,625.224000,7000.0
paymentname_date_group,2025-01-26,中R,每日一键,一键购买日礼包-2,1,8.336320,40.0
paymentname_date_group,2025-03-17,超R,月次祭礼包,月次祭礼包3,2,3688.821600,
paymentname_date_group,2025-01-10,微R,每日一键,一键购买日礼包-1,2,16.672640,80.0
paymentname_date_group,2025-04-03,中R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2024-12-01,大R,情人节活动,2024情人节史诗礼包19.99-600金币,3,375.134400,3600.0
paymentname_date_group,2025-03-20,中R,周期-周礼包,周礼包-23,1,62.522400,600.0
paymentname_date_group,2025-03-06,微R,月度活动,月度活跃-battlepass高级,1,312.612000,3200.0
paymentname_date_group,2025-01-15,非R,战鼓解锁,战鼓3,1,125.044800,
paymentname_date_group,2025-05-12,大R,签到礼包,签到礼包4,2,1229.607200,13200.0
paymentname_date_group,2025-04-01,大R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2024-10-03,中R,月次祭礼包,月次祭礼包2,3,375.134400,
paymentname_date_group,2025-01-01,中R,4周年庆典自选礼包,4周年庆典自选礼包1,7,875.313600,8400.0
paymentname_date_group,2025-05-14,微R,每日一键,一键购买日礼包-2,1,8.336320,40.0
paymentname_date_group,2025-03-22,中R,珍珠,0.99-4珍珠,2,16.672640,
paymentname_date_group,2024-10-19,小R,签到礼包,签到礼包2,2,250.089600,2400.0
paymentname_date_group,2025-05-08,中R,行脚商人,行脚商人-自选礼包2,8,875.313600,8400.0
paymentname_date_group,2025-04-28,小R,月卡,9.99-2025资源月卡,1,62.522400,700.0
paymentname_date_group,2024-10-27,微R,倍率转盘,倍率转盘-游戏币礼包1,1,169.331500,
paymentname_date_group,2024-12-26,小R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2024-10-16,大R,每日一键,一键购买日礼包-2,2,16.672640,80.0
paymentname_date_group,2024-12-20,中R,周期-周礼包,周礼包-23,1,62.522400,600.0
paymentname_date_group,2025-02-25,超R,团购礼包,团购礼包-11800日元,1,614.803600,6600.0
paymentname_date_group,2025-03-31,小R,珍珠,4.99-32珍珠,2,67.732600,
paymentname_date_group,2025-05-11,大R,周期-日礼包,每日礼包-V15-5,1,8.336320,100.0
paymentname_date_group,2025-05-08,中R,珍珠,99.99-660珍珠,2,1229.607200,
paymentname_date_group,2025-05-02,大R,情人节活动,2025情人节-节日礼包7,1,250.089600,2400.0
paymentname_date_group,2025-02-16,微R,情人节活动,2025情人节-节日礼包5,1,125.044800,1200.0
paymentname_date_group,2024-10-23,小R,金币,9.99-600金币,2,125.044800,1200.0
paymentname_date_group,2025-02-08,中R,金币,0.99-30金币,3,33.345280,160.0
paymentname_date_group,2024-10-11,超R,4周年庆典自选礼包,4周年庆典自选礼包2,2,625.224000,6400.0
paymentname_date_group,2025-03-02,微R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2024-10-12,中R,周期-日礼包,每日礼包-new-金币3,2,67.732600,960.0
paymentname_date_group,2025-02-28,大R,珍珠,0.99-4珍珠,2,25.008960,
paymentname_date_group,2025-03-25,大R,网页充值,1320网页充值,2,2336.253680,
paymentname_date_group,2024-11-15,微R,情人节活动,2024情人节信物礼包2,1,125.044800,
paymentname_date_group,2024-10-13,中R,每日一键,一键购买日礼包-1,3,25.008960,120.0
paymentname_date_group,2025-04-22,小R,月次祭礼包,月次祭礼包1,1,169.331500,
paymentname_date_group,2025-03-29,中R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2024-12-21,中R,每日一键,一键购买日礼包-2,3,25.008960,120.0
paymentname_date_group,2025-01-16,中R,珍珠,99.99-660珍珠,1,614.803600,
paymentname_date_group,2024-12-29,小R,每日一键,一键购买,3,75.026880,720.0
paymentname_date_group,2025-03-04,中R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2024-10-29,小R,月度周储钱罐,月度周储钱罐,8,133.381120,2400.0
paymentname_date_group,2025-05-21,中R,6周年礼包,6周年-购买档位2-2,1,125.044800,
paymentname_date_group,2025-02-23,大R,团购礼包,团购礼包-650日元,3,440.261900,4160.0
paymentname_date_group,2025-04-15,中R,battlepass,晋级征途,2,333.452800,
paymentname_date_group,2025-05-03,大R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2024-12-05,微R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-04-29,大R,情人节活动,2024情人节信物礼包2,2,750.268800,
paymentname_date_group,2025-01-24,未活跃,战鼓解锁,战鼓3,1,125.044800,
paymentname_date_group,2024-10-02,大R,珍珠,19.99-120珍珠,1,125.044800,
paymentname_date_group,2024-11-17,大R,签到礼包,签到礼包2,1,125.044800,1200.0
paymentname_date_group,2025-03-06,大R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-04-09,大R,月度周储钱罐,月度周储钱罐,1,16.672640,300.0
paymentname_date_group,2024-12-01,微R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2025-05-10,大R,运营活动直购礼包,每日特惠活动档位3,1,1844.410800,
paymentname_date_group,2024-12-23,小R,月卡,资源月卡-9.99美元,4,250.089600,2800.0
paymentname_date_group,2025-05-02,小R,金币,19.99-1200金币,1,125.044800,1200.0
paymentname_date_group,2024-10-29,超R,珍珠,99.99-660珍珠,1,1229.607200,
paymentname_date_group,2025-03-23,大R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2024-11-21,非R,金币,9.99-600金币,2,125.044800,1200.0
paymentname_date_group,2025-01-08,中R,每日一键,一键购买日礼包-1,3,25.008960,120.0
paymentname_date_group,2025-03-13,中R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2025-03-24,中R,网页充值,60网页充值,1,59.396280,
paymentname_date_group,2024-11-24,小R,月卡,资源月卡-9.99美元,2,125.044800,1400.0
paymentname_date_group,2024-10-07,中R,周期-周礼包,周礼包-10,1,33.866300,320.0
paymentname_date_group,2024-11-28,超R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2025-02-27,超R,限购礼包,650日元限时礼包=+金币+化境研习橙色道具+玉钢,2,67.732600,640.0
paymentname_date_group,2025-01-07,小R,幸运屋,新-丰臣秀吉SSR+（辅计）,1,125.044800,
