type,period,last1_paytag,dtype1,dtype2,users,money_rmb,sincetime_money
paymentact_week_group,0113-0119,非R,6周年礼包,,2,0.000000,4440.0
paymentact_week_group,0324-0330,小R,周期-周礼包,,2,125.044800,32.0
paymentact_week_group,0113-0119,非R,超级转盘,,5,1023.804300,3460.0
paymentact_week_group,0505-0511,非R,情人节活动,,1,0.000000,1100.0
paymentact_week_group,0310-0316,中R,周期-周礼包,,5,187.567200,528.0
paymentact_week_group,0127-0202,大R,神魔之乱,,3,739.848400,160.0
paymentact_week_group,0127-0202,中R,团购礼包,,4,250.089600,380.0
paymentact_week_group,0324-0330,非R,battlepass-周年庆,,5,500.179200,120.0
paymentact_week_group,0428-0504,微R,珍珠,,5,587.710560,0.0
paymentact_week_group,0414-0420,非R,超级转盘,,2,0.000000,7344.0
paymentact_week_group,0414-0420,非R,battlepass,,1,166.726400,0.0
paymentact_week_group,0106-0112,大R,周期-日礼包,,4,203.197800,420.0
paymentact_week_group,0310-0316,非R,幸运屋,,1,0.000000,60.0
paymentact_week_group,0217-0223,微R,团购礼包,,1,67.732600,0.0
paymentact_week_group,0331-0406,微R,月卡,,37,3542.936000,32.0
paymentact_week_group,0331-0406,中R,月度周储钱罐,,57,600.215040,336.0
paymentact_week_group,0519-0525,超R,千本抽,,5,454.329440,1316.0
paymentact_week_group,0120-0126,小R,月卡,,23,2349.800200,304.0
paymentact_week_group,0113-0119,中R,幸运屋,,34,2383.666500,1380.0
paymentact_week_group,0310-0316,中R,月度周储钱罐,,59,616.887680,352.0
paymentact_week_group,0203-0209,中R,运营活动直购礼包,,7,601.778100,2284.0
paymentact_week_group,0414-0420,微R,月度周储钱罐,,12,166.726400,32.0
paymentact_week_group,0217-0223,中R,每日一键,,23,541.860800,930.0
paymentact_week_group,0407-0413,超R,情人节活动,,16,16822.172740,11068.0
paymentact_week_group,0407-0413,超R,月卡,,8,442.867000,304.0
paymentact_week_group,0512-0518,小R,月度周储钱罐,,43,600.215040,112.0
paymentact_week_group,0303-0309,微R,每日一键,,10,150.053760,22.0
paymentact_week_group,0512-0518,中R,千本抽,,5,42.202620,32.0
paymentact_week_group,0210-0216,超R,签到礼包,,7,3782.605200,940.0
paymentact_week_group,0203-0209,超R,签到礼包,,8,750.268800,4800.0
paymentact_week_group,0512-0518,非R,金币,,5,79.195040,8.0
paymentact_week_group,0310-0316,微R,6周年礼包,,1,0.000000,120.0
paymentact_week_group,0421-0427,小R,月度活动,,2,250.089600,0.0
paymentact_week_group,0120-0126,中R,运营活动直购礼包,,1,0.000000,32.0
paymentact_week_group,0414-0420,大R,珍珠,,11,19059.953640,0.0
paymentact_week_group,0217-0223,超R,神武锻造,,10,20317.174900,8780.0
paymentact_week_group,0317-0323,大R,月度活动,,5,312.612000,1440.0
paymentact_week_group,0303-0309,超R,金币,,2,0.000000,8.0
paymentact_week_group,0127-0202,小R,金币,,11,1356.215060,16.0
paymentact_week_group,0407-0413,小R,神武锻造,,2,135.465200,0.0
paymentact_week_group,0512-0518,大R,每日一键,,11,358.461760,638.0
paymentact_week_group,0512-0518,未活跃,一条龙,,2,75.547900,0.0
paymentact_week_group,0317-0323,非R,月度周储钱罐,,5,0.000000,80.0
paymentact_week_group,0120-0126,非R,月度周储钱罐,,4,16.672640,48.0
paymentact_week_group,0317-0323,非R,行脚商人,,1,0.000000,2384.0
paymentact_week_group,0106-0112,超R,battlepass,,1,166.726400,0.0
paymentact_week_group,0428-0504,中R,开运礼包,,1,125.044800,0.0
paymentact_week_group,0331-0406,微R,battlepass,,8,1167.084800,160.0
paymentact_week_group,0217-0223,微R,月卡,,25,2493.080700,0.0
paymentact_week_group,0324-0330,中R,珍珠,,23,17264.518720,0.0
paymentact_week_group,0317-0323,大R,月度周储钱罐,,27,133.381120,304.0
paymentact_week_group,0331-0406,中R,珍珠,,33,26250.550660,0.0
paymentact_week_group,0324-0330,微R,月度活动,,5,1000.358400,440.0
paymentact_week_group,0331-0406,超R,月度活动,,8,2188.284000,1000.0
paymentact_week_group,0303-0309,中R,battlepass-周年庆,,38,3876.388800,840.0
paymentact_week_group,0106-0112,中R,月度活动,,15,4126.478400,880.0
paymentact_week_group,0331-0406,小R,月度周储钱罐,,20,283.434880,48.0
paymentact_week_group,0113-0119,大R,月度周储钱罐,,31,316.780160,192.0
paymentact_week_group,0519-0525,小R,每日一键,,10,150.053760,302.0
paymentact_week_group,0414-0420,中R,battlepass,,22,2834.348800,800.0
paymentact_week_group,0331-0406,微R,金币,,15,1373.929740,556.0
paymentact_week_group,0331-0406,超R,运营活动直购礼包,,4,67.732600,3956.0
paymentact_week_group,0414-0420,小R,倍率转盘,,1,33.866300,0.0
paymentact_week_group,0203-0209,大R,月卡,,6,442.867000,212.0
paymentact_week_group,0113-0119,非R,珍珠,,3,375.134400,0.0
paymentact_week_group,0106-0112,小R,金币,,8,697.124760,8.0
paymentact_week_group,0519-0525,中R,行脚商人,,19,5903.156600,1432.0
paymentact_week_group,0203-0209,超R,月卡,,9,414.210900,336.0
paymentact_week_group,0127-0202,超R,金币,,5,2084.601020,2016.0
paymentact_week_group,0210-0216,小R,battlepass,,5,906.574800,0.0
paymentact_week_group,0519-0525,小R,珍珠,,14,3749.780940,0.0
paymentact_week_group,0519-0525,小R,4周年庆典自选礼包,,1,125.044800,0.0
paymentact_week_group,0428-0504,小R,月度活动,,2,437.656800,440.0
paymentact_week_group,0224-0302,大R,赛季征战活动,,1,614.803600,0.0
paymentact_week_group,0414-0420,超R,周期-周礼包,,7,3115.699600,1976.0
paymentact_week_group,0310-0316,中R,荣耀特典,,1,125.044800,0.0
paymentact_week_group,0324-0330,超R,月度活动,,2,437.656800,440.0
paymentact_week_group,0519-0525,未活跃,一条龙,,5,1610.993840,28.0
paymentact_week_group,0120-0126,非R,珍珠,,3,167.247420,0.0
paymentact_week_group,0120-0126,大R,赛季UR养成通行证,,1,0.000000,320.0
paymentact_week_group,0120-0126,非R,战鼓解锁,,3,375.134400,0.0
paymentact_week_group,0505-0511,超R,金币,,3,397.017240,0.0
paymentact_week_group,0210-0216,超R,battlepass,,2,369.924200,0.0
paymentact_week_group,0310-0316,中R,情人节活动,,60,11480.154680,21648.0
paymentact_week_group,0113-0119,超R,周期-周礼包,,3,192.777400,816.0
paymentact_week_group,0519-0525,大R,月度周储钱罐,,25,183.399040,224.0
paymentact_week_group,0106-0112,超R,月次祭礼包,,4,169.331500,2540.0
paymentact_week_group,1230-0105,非R,每日一键,,5,8.336320,48.0
paymentact_week_group,0505-0511,微R,每日一键,,12,258.425920,62.0
paymentact_week_group,0407-0413,大R,情人节活动,,22,16401.709600,12492.0
paymentact_week_group,0317-0323,大R,超级转盘,,15,3957.146900,22756.0
paymentact_week_group,0414-0420,超R,千本抽,,5,2355.010400,136.0
paymentact_week_group,0331-0406,微R,battlepass-周年庆,,25,3126.120000,0.0
paymentact_week_group,0106-0112,超R,金币,,4,542.381820,4.0
paymentact_week_group,0127-0202,小R,签到礼包,,32,6887.884400,60.0
paymentact_week_group,0120-0126,超R,福瑞赏,,8,437.656800,7580.0
paymentact_week_group,0324-0330,中R,周期-周礼包,,6,317.822200,584.0
paymentact_week_group,0421-0427,超R,超级转盘,,11,33394.776900,42720.0
paymentact_week_group,0505-0511,中R,周期-日礼包,,23,292.292220,200.0
paymentact_week_group,0505-0511,小R,月卡,,10,885.734000,240.0
paymentact_week_group,0505-0511,超R,每日一键,,7,375.134400,206.0
paymentact_week_group,1230-0105,非R,4周年庆典自选礼包,,2,125.044800,1100.0
paymentact_week_group,0217-0223,超R,月度周储钱罐,,7,66.690560,48.0
paymentact_week_group,0519-0525,超R,一条龙,,15,5563.972580,9852.0
paymentact_week_group,0324-0330,小R,情人节活动,,21,4066.561100,1120.0
paymentact_week_group,0106-0112,小R,月度活动,,3,562.701600,120.0
paymentact_week_group,0217-0223,超R,情人节活动,,12,21054.418200,25796.0
paymentact_week_group,0224-0302,非R,签到礼包,,2,125.044800,660.0
paymentact_week_group,0519-0525,中R,游园会通行证,,11,687.746400,840.0
paymentact_week_group,0106-0112,微R,金币,,12,301.149560,24.0
paymentact_week_group,0203-0209,非R,月度周储钱罐,,5,16.672640,64.0
paymentact_week_group,0505-0511,超R,珍珠,,8,44597.748940,0.0
paymentact_week_group,0106-0112,小R,battlepass,,3,536.650600,0.0
paymentact_week_group,0210-0216,超R,周期-日礼包,,2,0.000000,1400.0
paymentact_week_group,0512-0518,大R,千本抽,,6,609.593400,396.0
paymentact_week_group,0106-0112,非R,团购礼包,,1,0.000000,440.0
paymentact_week_group,0203-0209,非R,行脚商人,,1,0.000000,1320.0
paymentact_week_group,0407-0413,中R,运营活动直购礼包,,4,3688.821600,304.0
paymentact_week_group,0120-0126,小R,月度活动,,2,562.701600,0.0
paymentact_week_group,0505-0511,小R,金币,,13,1059.754680,0.0
paymentact_week_group,0324-0330,微R,限购礼包,,2,83.884220,0.0
paymentact_week_group,0428-0504,中R,运营活动直购礼包,,3,1969.455600,0.0
paymentact_week_group,0317-0323,大R,赛季UR养成通行证,,1,614.803600,0.0
paymentact_week_group,0324-0330,微R,battlepass-周年庆,,5,625.224000,0.0
paymentact_week_group,0303-0309,非R,battlepass,,1,166.726400,0.0
paymentact_week_group,0210-0216,微R,珍珠,,3,659.090300,0.0
paymentact_week_group,0519-0525,小R,行脚商人,,3,789.345300,0.0
paymentact_week_group,0317-0323,非R,4周年庆典自选礼包,,1,0.000000,2200.0
paymentact_week_group,0217-0223,小R,每日一键,,10,233.416960,162.0
paymentact_week_group,0203-0209,中R,情人节活动,,42,18970.338200,12924.0
paymentact_week_group,0324-0330,中R,月度周储钱罐,,55,516.851840,384.0
paymentact_week_group,0331-0406,大R,月度周储钱罐,,22,133.381120,224.0
paymentact_week_group,0127-0202,微R,每日一键,,11,191.735360,0.0
paymentact_week_group,1230-0105,大R,神武锻造,,20,5908.366800,10200.0
paymentact_week_group,0127-0202,超R,珍珠,,8,41993.169960,0.0
paymentact_week_group,0407-0413,超R,赛季UR养成通行证,,2,927.415600,320.0
paymentact_week_group,0519-0525,大R,神武锻造,,10,2047.608600,1996.0
paymentact_week_group,0310-0316,中R,神武锻造,,22,3670.585900,1852.0
paymentact_week_group,1230-0105,小R,情人节活动,,1,1844.410800,0.0
paymentact_week_group,0519-0525,超R,神武锻造,,6,203.197800,12348.0
paymentact_week_group,0210-0216,中R,神武锻造,,31,2803.087600,6880.0
paymentact_week_group,0407-0413,微R,金币,,3,687.746400,4.0
paymentact_week_group,0113-0119,中R,游园会通行证,,11,750.268800,720.0
paymentact_week_group,0217-0223,非R,行脚商人,,6,283.955900,5340.0
paymentact_week_group,0331-0406,超R,神武锻造,,8,4936.664500,8392.0
paymentact_week_group,0210-0216,小R,神魔之乱,,5,919.600300,384.0
paymentact_week_group,0310-0316,中R,运营活动直购礼包,,3,544.465900,0.0
paymentact_week_group,0217-0223,小R,神魔之乱,,5,463.707800,32.0
paymentact_week_group,0106-0112,微R,战鼓解锁,,2,250.089600,0.0
paymentact_week_group,0127-0202,小R,battlepass,,17,2500.896000,320.0
paymentact_week_group,0324-0330,超R,神魔之乱,,5,1422.384600,812.0
paymentact_week_group,0505-0511,大R,battlepass,,1,203.197800,0.0
paymentact_week_group,0106-0112,非R,月度周储钱罐,,8,50.017920,80.0
paymentact_week_group,0203-0209,超R,周期-日礼包,,2,62.522400,480.0
paymentact_week_group,0331-0406,小R,团购礼包,,1,0.000000,60.0
paymentact_week_group,0120-0126,超R,battlepass,,1,0.000000,195.0
paymentact_week_group,0414-0420,中R,开运礼包,,1,312.612000,0.0
paymentact_week_group,0512-0518,微R,一条龙,,88,2051.776760,192.0
paymentact_week_group,0113-0119,大R,每日一键,,14,366.798080,496.0
paymentact_week_group,0505-0511,中R,限购礼包,,29,3302.745780,1964.0
paymentact_week_group,0505-0511,微R,周期-周礼包,,8,196.424540,0.0
paymentact_week_group,0519-0525,微R,月卡,,27,2042.398400,120.0
paymentact_week_group,0224-0302,中R,幸运屋,,5,315.217100,0.0
paymentact_week_group,0519-0525,中R,月次祭礼包,,10,2508.711300,912.0
paymentact_week_group,0414-0420,大R,金币,,8,852.909740,736.0
paymentact_week_group,0421-0427,大R,神武锻造,,16,5600.965000,4260.0
paymentact_week_group,0317-0323,微R,金币,,8,1022.241240,0.0
paymentact_week_group,0303-0309,中R,周期-日礼包,,6,414.210900,60.0
paymentact_week_group,0203-0209,中R,神魔之乱,,22,12564.397300,1408.0
paymentact_week_group,0127-0202,大R,开运礼包,,2,0.000000,980.0
paymentact_week_group,0127-0202,大R,签到礼包,,12,4022.274400,5060.0
paymentact_week_group,0217-0223,小R,神武锻造,,6,531.440400,32.0
paymentact_week_group,0310-0316,中R,4周年庆典自选礼包,,14,3303.266800,1400.0
paymentact_week_group,0217-0223,微R,battlepass,,3,500.179200,0.0
paymentact_week_group,0505-0511,中R,月度活动,,13,1500.537600,2200.0
paymentact_week_group,0421-0427,超R,月度活动,,4,437.656800,1320.0
paymentact_week_group,0421-0427,超R,运营活动直购礼包,,5,1456.250900,3300.0
paymentact_week_group,0505-0511,微R,神武锻造,,1,33.866300,0.0
paymentact_week_group,0120-0126,大R,团购礼包,,5,454.329440,3320.0
paymentact_week_group,0210-0216,非R,情人节活动,,7,0.000000,6744.0
paymentact_week_group,0210-0216,未活跃,月卡,,1,158.911100,0.0
paymentact_week_group,0317-0323,超R,开运礼包,,1,0.000000,320.0
paymentact_week_group,0303-0309,中R,battlepass,,9,1109.772600,550.0
paymentact_week_group,0317-0323,大R,月卡,,11,442.867000,756.0
paymentact_week_group,0317-0323,非R,每日一键,,2,25.008960,4.0
paymentact_week_group,0428-0504,非R,情人节活动,,5,2691.068300,692.0
paymentact_week_group,0407-0413,非R,每日一键,,3,0.000000,30.0
paymentact_week_group,0407-0413,小R,月度活动,,1,125.044800,0.0
paymentact_week_group,0505-0511,未活跃,成长计划,,1,62.522400,0.0
paymentact_week_group,0331-0406,超R,开运礼包,,1,625.224000,0.0
paymentact_week_group,0505-0511,微R,情人节活动,,3,42.202620,4.0
paymentact_week_group,0217-0223,大R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0217-0223,大R,情人节活动,,34,20233.811700,36736.0
paymentact_week_group,0113-0119,微R,月卡,,33,3230.324000,32.0
paymentact_week_group,0224-0302,中R,金币,,12,1836.595500,256.0
paymentact_week_group,0519-0525,小R,月度周储钱罐,,47,683.578240,96.0
paymentact_week_group,0203-0209,微R,幸运屋,,3,158.911100,0.0
paymentact_week_group,0203-0209,小R,神魔之乱,,6,1000.358400,464.0
paymentact_week_group,0324-0330,微R,月卡,,22,1685.499700,152.0
paymentact_week_group,0106-0112,中R,battlepass,,19,3016.705800,320.0
paymentact_week_group,0505-0511,大R,battlepass-周年庆,,9,500.179200,600.0
paymentact_week_group,0203-0209,微R,珍珠,,6,368.361140,0.0
paymentact_week_group,1230-0105,小R,神武锻造,,6,578.332200,192.0
paymentact_week_group,0127-0202,大R,battlepass,,14,1333.811200,960.0
paymentact_week_group,0127-0202,中R,超级转盘,,5,2172.653400,2204.0
paymentact_week_group,0428-0504,非R,月度周储钱罐,,10,66.690560,96.0
paymentact_week_group,0505-0511,大R,签到礼包,,13,1729.786400,4360.0
paymentact_week_group,0324-0330,大R,珍珠,,13,23876.262520,0.0
paymentact_week_group,0324-0330,超R,情人节活动,,15,73398.692500,33116.0
paymentact_week_group,1230-0105,微R,battlepass-周年庆,,6,750.268800,0.0
paymentact_week_group,0113-0119,小R,每日一键,,8,125.044800,108.0
paymentact_week_group,0120-0126,超R,月卡,,9,351.688500,332.0
paymentact_week_group,0414-0420,超R,月度周储钱罐,,15,100.035840,144.0
paymentact_week_group,0428-0504,小R,battlepass,,9,1609.951800,0.0
paymentact_week_group,0310-0316,未活跃,月卡,,1,96.388700,0.0
paymentact_week_group,0224-0302,小R,战鼓解锁,,2,250.089600,0.0
paymentact_week_group,0203-0209,小R,超级转盘,,1,169.331500,0.0
paymentact_week_group,0519-0525,未活跃,月卡,,1,62.522400,0.0
paymentact_week_group,0512-0518,微R,团购礼包,,2,125.044800,0.0
paymentact_week_group,0203-0209,非R,珍珠,,1,8.336320,0.0
paymentact_week_group,0512-0518,中R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0217-0223,大R,赛季征战活动,,1,250.089600,0.0
paymentact_week_group,0224-0302,超R,每日一键,,4,225.080640,26.0
paymentact_week_group,0217-0223,微R,月度活动,,1,125.044800,0.0
paymentact_week_group,0106-0112,超R,周期-日礼包,,2,62.522400,92.0
paymentact_week_group,0120-0126,未活跃,周期-日礼包,,1,33.866300,4.0
paymentact_week_group,0317-0323,超R,battlepass-周年庆,,1,125.044800,0.0
paymentact_week_group,0428-0504,小R,签到礼包,,33,7367.222800,300.0
paymentact_week_group,0505-0511,小R,6周年礼包,,2,1542.219200,0.0
paymentact_week_group,0224-0302,小R,月度周储钱罐,,19,300.107520,16.0
paymentact_week_group,0106-0112,微R,月度周储钱罐,,17,250.089600,32.0
paymentact_week_group,0414-0420,超R,行脚商人,,17,7335.961600,7172.0
paymentact_week_group,0106-0112,小R,超级转盘,,9,5798.952600,32.0
paymentact_week_group,0407-0413,超R,签到礼包,,9,1490.117200,5760.0
paymentact_week_group,0203-0209,小R,月度活动,,2,562.701600,0.0
paymentact_week_group,0519-0525,非R,金币,,8,1182.194380,8.0
paymentact_week_group,0331-0406,中R,每日一键,,24,541.860800,802.0
paymentact_week_group,0210-0216,大R,月卡,,15,765.899400,544.0
paymentact_week_group,0324-0330,大R,4周年庆典自选礼包,,6,5689.538400,1480.0
paymentact_week_group,0512-0518,微R,神魔之乱,,5,1245.237800,160.0
paymentact_week_group,0217-0223,超R,团购礼包,,8,3100.069000,8752.0
paymentact_week_group,0407-0413,微R,battlepass-周年庆,,9,1125.403200,0.0
paymentact_week_group,0421-0427,超R,限购礼包,,14,2827.575540,8940.0
paymentact_week_group,1230-0105,大R,情人节活动,,25,18837.478100,10624.0
paymentact_week_group,0303-0309,小R,幸运屋,,5,283.955900,60.0
paymentact_week_group,0224-0302,大R,倍率转盘,,12,2638.966300,7924.0
paymentact_week_group,1230-0105,中R,周期-周礼包,,10,317.822200,836.0
paymentact_week_group,0428-0504,微R,金币,,8,138.070300,4.0
paymentact_week_group,0421-0427,小R,月卡,,16,1862.646500,60.0
paymentact_week_group,0317-0323,超R,周期-日礼包,,1,0.000000,640.0
paymentact_week_group,0106-0112,中R,运营活动直购礼包,,5,5645.251700,0.0
paymentact_week_group,0310-0316,微R,幸运屋,,2,156.306000,0.0
paymentact_week_group,0505-0511,小R,周期-日礼包,,6,75.547900,60.0
paymentact_week_group,0512-0518,非R,battlepass,,1,166.726400,0.0
paymentact_week_group,0317-0323,小R,月度活动,,3,562.701600,0.0
paymentact_week_group,0106-0112,小R,6周年礼包,,3,1263.473500,32.0
paymentact_week_group,0303-0309,超R,幸运屋,,1,62.522400,0.0
paymentact_week_group,0127-0202,大R,月卡,,12,606.988300,544.0
paymentact_week_group,0210-0216,微R,幸运屋,,2,125.044800,0.0
paymentact_week_group,0421-0427,非R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0421-0427,非R,周期-周礼包,,5,50.017920,32.0
paymentact_week_group,0127-0202,超R,超级转盘,,2,1229.607200,32.0
paymentact_week_group,0317-0323,超R,battlepass,,1,0.000000,355.0
paymentact_week_group,0324-0330,未活跃,运营活动直购礼包,,1,33.866300,0.0
paymentact_week_group,0113-0119,未活跃,月度周储钱罐,,1,0.000000,16.0
paymentact_week_group,0407-0413,非R,月次祭礼包,,1,33.866300,0.0
paymentact_week_group,0331-0406,微R,签到礼包,,35,4126.478400,60.0
paymentact_week_group,0310-0316,微R,battlepass-周年庆,,9,1000.358400,120.0
paymentact_week_group,0113-0119,非R,金币,,8,802.370800,4640.0
paymentact_week_group,0407-0413,超R,月度活动,,2,562.701600,0.0
paymentact_week_group,0203-0209,大R,情人节活动,,20,16737.767500,18956.0
paymentact_week_group,0519-0525,大R,每日一键,,14,475.170240,702.0
paymentact_week_group,0428-0504,中R,一条龙,,66,20227.559460,12080.0
paymentact_week_group,0210-0216,大R,团购礼包,,12,3938.911200,6812.0
paymentact_week_group,1230-0105,中R,4周年庆典自选礼包,,20,6210.558400,600.0
paymentact_week_group,0324-0330,微R,battlepass,,6,833.632000,160.0
paymentact_week_group,1230-0105,超R,限购礼包,,2,250.089600,944.0
paymentact_week_group,0127-0202,中R,月卡,,45,4785.568700,640.0
paymentact_week_group,0317-0323,未活跃,金币,,2,175.583740,0.0
paymentact_week_group,0324-0330,大R,月度周储钱罐,,28,216.744320,240.0
paymentact_week_group,0421-0427,小R,月度周储钱罐,,18,216.744320,80.0
paymentact_week_group,0512-0518,小R,情人节活动,,10,2214.856020,124.0
paymentact_week_group,0407-0413,中R,月次祭礼包,,9,1761.047600,736.0
paymentact_week_group,0310-0316,超R,签到礼包,,3,375.134400,1160.0
paymentact_week_group,0120-0126,大R,月卡,,13,818.001400,816.0
paymentact_week_group,0428-0504,中R,神魔之乱,,15,5658.277200,1984.0
paymentact_week_group,0317-0323,中R,周期-周礼包,,9,737.243300,652.0
paymentact_week_group,0414-0420,微R,神武锻造,,1,125.044800,0.0
paymentact_week_group,0310-0316,非R,珍珠,,4,442.867000,0.0
paymentact_week_group,0421-0427,微R,金币,,6,204.239840,324.0
paymentact_week_group,0519-0525,超R,4周年庆典自选礼包,,4,2782.246800,960.0
paymentact_week_group,0317-0323,微R,行脚商人,,3,221.433500,0.0
paymentact_week_group,0113-0119,小R,4周年庆典自选礼包,,3,375.134400,0.0
paymentact_week_group,0303-0309,小R,6周年礼包,,3,294.376300,32.0
paymentact_week_group,0519-0525,大R,4周年庆典自选礼包,,2,1052.460400,240.0
paymentact_week_group,0224-0302,超R,赛季征战活动,,1,614.803600,0.0
paymentact_week_group,0324-0330,非R,6周年礼包,,4,33.866300,14012.0
paymentact_week_group,0421-0427,非R,月次祭礼包,,1,67.732600,0.0
paymentact_week_group,0217-0223,小R,周期-周礼包,,1,33.866300,0.0
paymentact_week_group,0224-0302,微R,情人节活动,,2,67.732600,0.0
paymentact_week_group,0331-0406,微R,周期-日礼包,,3,141.717440,0.0
paymentact_week_group,0210-0216,未活跃,永久特惠礼包,,1,614.803600,0.0
paymentact_week_group,0310-0316,大R,赛季UR养成通行证,,1,312.612000,0.0
paymentact_week_group,0519-0525,中R,成长计划,,1,62.522400,0.0
paymentact_week_group,0324-0330,非R,珍珠,,1,614.803600,0.0
paymentact_week_group,0303-0309,大R,幸运屋,,6,125.044800,300.0
paymentact_week_group,0407-0413,中R,情人节活动,,37,4024.879500,7268.0
paymentact_week_group,0512-0518,非R,battlepass-周年庆,,4,375.134400,120.0
paymentact_week_group,0512-0518,中R,金币,,12,2192.452160,336.0
paymentact_week_group,0127-0202,中R,月度活动,,21,5064.314400,1520.0
paymentact_week_group,0310-0316,非R,6周年礼包,,7,429.841500,18772.0
paymentact_week_group,0505-0511,中R,超级转盘,,24,8867.760400,2632.0
paymentact_week_group,0113-0119,小R,赛季征战活动,,2,3433.521800,0.0
paymentact_week_group,0203-0209,小R,battlepass,,7,1312.970400,0.0
paymentact_week_group,0113-0119,中R,每日一键,,30,800.286720,932.0
paymentact_week_group,0428-0504,超R,签到礼包,,13,4209.841600,4360.0
paymentact_week_group,0303-0309,微R,月度周储钱罐,,20,233.416960,96.0
paymentact_week_group,0512-0518,微R,月卡,,34,3269.400500,32.0
paymentact_week_group,0414-0420,中R,金币,,14,1723.013140,952.0
paymentact_week_group,0310-0316,大R,情人节活动,,27,16246.445640,20032.0
paymentact_week_group,0113-0119,大R,周期-周礼包,,9,554.886300,1480.0
paymentact_week_group,0324-0330,大R,周期-周礼包,,10,669.510700,1580.0
paymentact_week_group,0324-0330,超R,月度周储钱罐,,9,50.017920,96.0
paymentact_week_group,0106-0112,超R,6周年礼包,,10,10248.463400,35340.0
paymentact_week_group,0512-0518,非R,月次祭礼包,,1,0.000000,3300.0
paymentact_week_group,0120-0126,微R,金币,,6,1060.796720,0.0
paymentact_week_group,0519-0525,超R,周期-周礼包,,2,0.000000,380.0
paymentact_week_group,0519-0525,中R,珍珠,,24,18593.640740,0.0
paymentact_week_group,0120-0126,非R,情人节活动,,3,1510.958000,584.0
paymentact_week_group,0421-0427,非R,每日一键,,7,100.035840,40.0
paymentact_week_group,0127-0202,微R,珍珠,,4,347.520340,0.0
paymentact_week_group,1230-0105,非R,珍珠,,1,62.522400,0.0
paymentact_week_group,0224-0302,超R,倍率转盘,,5,2868.215100,5704.0
paymentact_week_group,0428-0504,大R,月卡,,8,323.032400,816.0
paymentact_week_group,0310-0316,非R,每日一键,,2,0.000000,22.0
paymentact_week_group,0310-0316,超R,月度活动,,2,125.044800,440.0
paymentact_week_group,0210-0216,小R,超级转盘,,1,0.000000,64.0
paymentact_week_group,0210-0216,大R,周期-日礼包,,2,260.510000,92.0
paymentact_week_group,0421-0427,未活跃,一条龙,,3,41.681600,0.0
paymentact_week_group,0407-0413,小R,开运礼包,,1,125.044800,0.0
paymentact_week_group,0210-0216,未活跃,金币,,1,375.134400,60.0
paymentact_week_group,0317-0323,超R,赛季UR养成通行证,,1,0.000000,320.0
paymentact_week_group,0217-0223,小R,行脚商人,,9,890.944200,0.0
paymentact_week_group,0303-0309,中R,6周年礼包,,29,6517.960200,8560.0
paymentact_week_group,0519-0525,中R,周期-日礼包,,15,233.416960,392.0
paymentact_week_group,0512-0518,微R,金币,,8,501.742260,0.0
paymentact_week_group,0106-0112,大R,幸运屋,,14,1688.104800,660.0
paymentact_week_group,0224-0302,微R,每日一键,,8,125.044800,4.0
paymentact_week_group,0203-0209,小R,月度周储钱罐,,27,400.143360,48.0
paymentact_week_group,0127-0202,中R,神魔之乱,,10,3193.852600,1044.0
paymentact_week_group,0113-0119,中R,赛季UR养成通行证,,4,1240.027600,320.0
paymentact_week_group,0217-0223,超R,行脚商人,,14,21142.991600,11428.0
paymentact_week_group,0512-0518,中R,每日一键,,21,333.452800,856.0
paymentact_week_group,0421-0427,中R,周期-周礼包,,6,112.540320,112.0
paymentact_week_group,0428-0504,大R,运营活动直购礼包,,8,5530.627300,1208.0
paymentact_week_group,0310-0316,小R,月卡,,23,2016.347400,304.0
paymentact_week_group,1230-0105,大R,月卡,,13,857.077900,456.0
paymentact_week_group,0217-0223,中R,金币,,11,2388.876700,216.0
paymentact_week_group,0106-0112,大R,超级转盘,,21,14664.107900,15880.0
paymentact_week_group,0414-0420,小R,签到礼包,,6,1740.206800,0.0
paymentact_week_group,0421-0427,非R,金币,,5,935.751920,12.0
paymentact_week_group,0512-0518,大R,金币,,4,961.281900,720.0
paymentact_week_group,0407-0413,微R,月卡,,17,1367.677500,0.0
paymentact_week_group,0414-0420,非R,金币,,4,195.903520,4.0
paymentact_week_group,0113-0119,非R,battlepass-周年庆,,9,1000.358400,120.0
paymentact_week_group,0310-0316,中R,珍珠,,22,17159.793700,0.0
paymentact_week_group,0505-0511,非R,月度活动,,1,0.000000,120.0
paymentact_week_group,0407-0413,大R,幸运屋,,5,531.440400,120.0
paymentact_week_group,0421-0427,中R,幸运屋,,4,312.612000,180.0
paymentact_week_group,0331-0406,大R,超级转盘,,12,2045.003500,7032.0
paymentact_week_group,0217-0223,大R,运营活动直购礼包,,4,0.000000,496.0
paymentact_week_group,0414-0420,超R,倍率转盘,,6,3092.253700,3212.0
paymentact_week_group,0519-0525,中R,周期-周礼包,,7,50.017920,172.0
paymentact_week_group,0310-0316,大R,battlepass,,2,0.000000,355.0
paymentact_week_group,0127-0202,超R,团购礼包,,5,925.331520,6560.0
paymentact_week_group,0203-0209,超R,珍珠,,7,43081.059720,0.0
paymentact_week_group,0421-0427,大R,月卡,,5,312.612000,452.0
