start_natualweek,end_natualweek,natual_week,reason_type,reason,reason_cn,last1_paytag,users,core_add,core_cost
2024-11-18,2024-11-24,1118-1124,other,412,装备强化,小R,1,,27.0
2025-04-07,2025-04-13,0407-0413,gold_paid,192,充值赠送,微R,3,5640.0,
2024-12-09,2024-12-15,1209-1215,other,609,限定募集活动,大R,1,,7000.0
2024-09-30,2024-10-06,0930-1006,other,452,家族红包,非R,2,,3000.0
2025-04-28,2025-05-04,0428-0504,other,450,创建家族,非R,1,,200.0
2025-02-24,2025-03-02,0224-0302,other,452,家族红包,大R,4,,8000.0
2025-04-14,2025-04-20,0414-0420,other,657,商店消费,未活跃,1,,6000.0
2025-05-12,2025-05-18,0512-0518,other,406,VIP5和VIP12卡池,微R,1,,4000.0
2024-10-07,2024-10-13,1007-1013,other,926,设置武将化境技能,未活跃,4,,500.0
2025-02-10,2025-02-16,0210-0216,other,413,战旗招募,小R,1,,1000.0
2025-02-10,2025-02-16,0210-0216,other,0,管理员,未活跃,1,5000.0,
2025-04-21,2025-04-27,0421-0427,other,676,竞技场主动随机消耗,中R,2,,750.0
2024-10-14,2024-10-20,1014-1020,other,375,战鼓升星,中R,2,,45000.0
2025-04-28,2025-05-04,0428-0504,other,230,扫荡立即完成,中R,1,,500.0
2025-05-26,2025-06-01,0526-0601,gold_paid,362,充值签到,超R,1,200.0,
2025-01-13,2025-01-19,0113-0119,other,413,战旗招募,大R,2,,3000.0
2024-11-25,2024-12-01,1125-1201,other,621,活动兑换,微R,1,,3300.0
2025-02-24,2025-03-02,0224-0302,other,675,竞技场购买挑战次数消耗,非R,1,,500.0
2024-11-04,2024-11-10,1104-1110,other,16,代替道具,大R,2,,730.0
2025-01-20,2025-01-26,0120-0126,gold_free,191,副本星星宝箱,微R,2,100.0,
2025-01-06,2025-01-12,0106-0112,other,1,购买,非R,1,,20.0
2025-05-12,2025-05-18,0512-0518,gold_free,680,竞技场大赛季结算,未活跃,1,100.0,
2025-01-20,2025-01-26,0120-0126,other,200,重置精英副本,小R,3,,100.0
2024-10-07,2024-10-13,1007-1013,other,0,管理员,微R,2,200.0,
2025-05-12,2025-05-18,0512-0518,other,16,代替道具,超R,1,,840.0
2024-12-09,2024-12-15,1209-1215,other,157,购买通行证等级,非R,3,,2500.0
2025-02-03,2025-02-09,0203-0209,gold_paid,192,充值赠送,超R,3,720.0,
2025-03-31,2025-04-06,0331-0406,other,907,圣诞-通行证,超R,1,900.0,
2025-03-17,2025-03-23,0317-0323,other,412,装备强化,中R,1,,207.0
2025-04-28,2025-05-04,0428-0504,other,388,购买驿站派遣次数,未活跃,1,,300.0
2025-02-17,2025-02-23,0217-0223,other,401,高级招募,大R,1,,400.0
2025-05-05,2025-05-11,0505-0511,other,157,购买通行证等级,大R,1,,500.0
2025-03-10,2025-03-16,0310-0316,other,352,俘虏勒索,微R,1,,1854.0
2025-02-03,2025-02-09,0203-0209,other,431,购买体力,大R,1,,8400.0
2024-10-14,2024-10-20,1014-1020,gold_paid,192,充值赠送,未活跃,1,40.0,
2025-02-17,2025-02-23,0217-0223,other,350,俘虏勒索,超R,1,,3739.0
2025-03-03,2025-03-09,0303-0309,other,413,战旗招募,未活跃,1,,1000.0
2024-12-02,2024-12-08,1202-1208,gold_free,678,竞技场小赛季结算,非R,1,100.0,
2024-11-18,2024-11-24,1118-1124,other,609,限定募集活动,非R,433,,1725600.0
2024-11-18,2024-11-24,1118-1124,other,365,兵装生产加速,中R,52,10.0,10191.0
2024-12-09,2024-12-15,1209-1215,other,432,购买天赋点,非R,3,,750.0
2024-11-04,2024-11-10,1104-1110,other,618,城池内政放置奖励,非R,85,,62400.0
2024-12-16,2024-12-22,1216-1222,special,15,使用道具,小R,121,141236.0,
2024-12-02,2024-12-08,1202-1208,other,389,购买驿站刷新次数,中R,142,,160500.0
2024-12-02,2024-12-08,1202-1208,other,657,商店消费,超R,8,,89635.0
2024-09-30,2024-10-06,0930-1006,special,316,兑换,非R,1086,1620.0,7223700.0
2024-10-07,2024-10-13,1007-1013,other,389,购买驿站刷新次数,微R,174,,162925.0
2024-09-30,2024-10-06,0930-1006,gold_paid,4,玩家付费,中R,154,801740.0,
2024-11-11,2024-11-17,1111-1117,gold_free,372,战斗结算宝箱开启,小R,167,63975.0,3657.0
2024-11-18,2024-11-24,1118-1124,gold_free,387,驿站任务完成,非R,1480,3467070.0,
2024-11-11,2024-11-17,1111-1117,gold_free,310,排位赛每日任务,小R,168,59820.0,
2024-12-02,2024-12-08,1202-1208,other,659,自由市集购买礼包,大R,13,,13600.0
2025-01-20,2025-01-26,0120-0126,special,15,使用道具,中R,172,636450.0,
2024-12-02,2024-12-08,1202-1208,gold_free,602,荣誉殿堂,小R,169,99300.0,
2025-02-24,2025-03-02,0224-0302,gold_free,310,排位赛每日任务,中R,157,56880.0,
2024-09-30,2024-10-06,0930-1006,other,675,竞技场购买挑战次数消耗,大R,10,,5400.0
2025-01-27,2025-02-02,0127-0202,gold_free,372,战斗结算宝箱开启,非R,1151,243215.0,53106.0
2024-12-30,2025-01-05,1230-0105,special,15,使用道具,未活跃,21,16482.0,
2024-11-18,2024-11-24,1118-1124,gold_free,191,副本星星宝箱,非R,54,6100.0,
2024-10-07,2024-10-13,1007-1013,special,15,使用道具,中R,161,318386.0,
2025-02-17,2025-02-23,0217-0223,gold_free,196,每日任务奖励,中R,177,231140.0,
2025-01-20,2025-01-26,0120-0126,other,433,购买银币,小R,4,,2000.0
2025-01-06,2025-01-12,0106-0112,gold_paid,362,充值签到,中R,76,10100.0,
2024-12-30,2025-01-05,1230-0105,gold_free,103,周签到,超R,20,4000.0,
2024-12-23,2024-12-29,1223-1229,other,657,商店消费,中R,31,,79442.0
2025-01-27,2025-02-02,0127-0202,gold_paid,4,玩家付费,小R,84,164340.0,
2025-02-03,2025-02-09,0203-0209,gold_free,240,未领取家族战积分奖励邮件,未活跃,9,26000.0,
2025-02-03,2025-02-09,0203-0209,other,636,家族总动员购买任务次数,微R,95,,12450.0
2024-12-23,2024-12-29,1223-1229,gold_paid,192,充值赠送,中R,19,51600.0,
2025-03-31,2025-04-06,0331-0406,other,657,商店消费,非R,166,,346367.0
2025-02-17,2025-02-23,0217-0223,other,403,S1招募,大R,1,,200.0
2025-02-24,2025-03-02,0224-0302,other,609,限定募集活动,非R,391,,1510800.0
2025-04-28,2025-05-04,0428-0504,other,609,限定募集活动,非R,364,,1348000.0
2025-05-12,2025-05-18,0512-0518,special,15,使用道具,微R,174,136116.0,
2025-02-17,2025-02-23,0217-0223,other,621,活动兑换,非R,63,,38700.0
2025-02-17,2025-02-23,0217-0223,other,657,商店消费,微R,32,,127934.0
2025-04-28,2025-05-04,0428-0504,special,15,使用道具,非R,563,402550.0,
2025-03-03,2025-03-09,0303-0309,gold_paid,933,签到礼包领奖,小R,64,294500.0,
2025-04-28,2025-05-04,0428-0504,gold_free,103,周签到,中R,148,44200.0,
2025-05-05,2025-05-11,0505-0511,gold_free,103,周签到,非R,1648,455400.0,
2025-05-05,2025-05-11,0505-0511,gold_free,196,每日任务奖励,未活跃,47,18900.0,
2025-05-05,2025-05-11,0505-0511,gold_free,602,荣誉殿堂,小R,158,110000.0,
2025-05-12,2025-05-18,0512-0518,gold_free,372,战斗结算宝箱开启,大R,34,19195.0,3784.0
2024-12-02,2024-12-08,1202-1208,gold_paid,933,签到礼包领奖,大R,27,95800.0,
2025-02-03,2025-02-09,0203-0209,gold_free,387,驿站任务完成,未活跃,10,5690.0,
2025-03-10,2025-03-16,0310-0316,gold_free,310,排位赛每日任务,大R,42,16080.0,
2025-02-24,2025-03-02,0224-0302,other,365,兵装生产加速,微R,49,,7950.0
2025-03-24,2025-03-30,0324-0330,gold_free,680,竞技场大赛季结算,微R,193,37550.0,
2025-05-12,2025-05-18,0512-0518,other,409,赛季返场和集结招募,非R,104,,898200.0
2025-05-26,2025-06-01,0526-0601,other,365,兵装生产加速,非R,10,,390.0
2024-09-30,2024-10-06,0930-1006,other,389,购买驿站刷新次数,大R,41,,49000.0
2024-09-30,2024-10-06,0930-1006,other,650,新签到活动补签消耗,微R,5,,180.0
2024-10-14,2024-10-20,1014-1020,other,389,购买驿站刷新次数,超R,14,,16775.0
2024-12-16,2024-12-22,1216-1222,other,420,购买VIP礼包,未活跃,2,,58.0
2024-10-07,2024-10-13,1007-1013,gold_free,602,荣誉殿堂,超R,17,16600.0,
2024-12-09,2024-12-15,1209-1215,gold_paid,933,签到礼包领奖,大R,36,560600.0,
2025-02-17,2025-02-23,0217-0223,other,388,购买驿站派遣次数,大R,24,,20900.0
2024-10-14,2024-10-20,1014-1020,gold_paid,933,签到礼包领奖,微R,38,123400.0,
2025-01-13,2025-01-19,0113-0119,other,657,商店消费,大R,9,,30210.0
2024-09-30,2024-10-06,0930-1006,other,618,城池内政放置奖励,中R,23,,22200.0
2024-11-04,2024-11-10,1104-1110,other,945,团购金币购买,超R,3,,16000.0
2024-12-09,2024-12-15,1209-1215,other,926,设置武将化境技能,中R,14,,2100.0
2024-10-14,2024-10-20,1014-1020,gold_free,101,任务,非R,9,1690.0,
2025-01-20,2025-01-26,0120-0126,gold_paid,362,充值签到,超R,17,2800.0,
2025-02-17,2025-02-23,0217-0223,gold_paid,19601,月度活跃,大R,21,10500.0,
2025-05-05,2025-05-11,0505-0511,other,371,购买武将体力,中R,17,4800.0,46400.0
2025-02-24,2025-03-02,0224-0302,other,657,商店消费,大R,12,,51534.0
2025-02-10,2025-02-16,0210-0216,other,324,政务活动派遣英雄,微R,42,,21600.0
2025-03-31,2025-04-06,0331-0406,other,200,重置精英副本,非R,40,,2230.0
2025-05-19,2025-05-25,0519-0525,other,675,竞技场购买挑战次数消耗,大R,11,,3900.0
2025-05-05,2025-05-11,0505-0511,gold_free,387,驿站任务完成,大R,34,115750.0,
2025-03-24,2025-03-30,0324-0330,other,434,购买计策道具,中R,46,,41740.0
2025-03-24,2025-03-30,0324-0330,other,926,设置武将化境技能,大R,6,,900.0
2025-03-03,2025-03-09,0303-0309,other,473,国宝高级招募,小R,4,,4600.0
2025-04-28,2025-05-04,0428-0504,other,926,设置武将化境技能,小R,11,,2100.0
2025-01-06,2025-01-12,0106-0112,other,621,活动兑换,微R,3,,6900.0
2025-05-26,2025-06-01,0526-0601,other,350,俘虏勒索,非R,3,,1638.0
2025-05-26,2025-06-01,0526-0601,other,433,购买银币,非R,5,,700.0
2024-10-28,2024-11-03,1028-1103,other,411,S1装备招募,未活跃,1,,1600.0
2025-02-24,2025-03-02,0224-0302,gold_free,196,每日任务奖励,大R,42,56980.0,
2024-09-30,2024-10-06,0930-1006,other,640,阵法招募,非R,3,,1400.0
2025-02-03,2025-02-09,0203-0209,other,434,购买计策道具,小R,36,,23480.0
2025-02-03,2025-02-09,0203-0209,gold_free,191,副本星星宝箱,未活跃,18,4900.0,
2025-05-05,2025-05-11,0505-0511,other,379,家族战提供公共武将,微R,6,,7100.0
2025-03-24,2025-03-30,0324-0330,gold_paid,362,充值签到,中R,66,9300.0,
2024-11-25,2024-12-01,1125-1201,other,379,家族战提供公共武将,非R,13,,3200.0
2025-03-10,2025-03-16,0310-0316,other,621,活动兑换,中R,44,,50300.0
2025-04-21,2025-04-27,0421-0427,gold_free,103,周签到,大R,39,9200.0,
2025-01-13,2025-01-19,0113-0119,other,403,S1招募,非R,24,,28400.0
2024-11-11,2024-11-17,1111-1117,other,375,战鼓升星,非R,13,,263000.0
2025-01-13,2025-01-19,0113-0119,gold_free,196,每日任务奖励,超R,20,26190.0,
2025-02-17,2025-02-23,0217-0223,gold_free,305,家族红包领取,中R,4,567.0,
2025-02-03,2025-02-09,0203-0209,gold_free,306,家族红包返还,非R,2,1738.0,
2025-02-03,2025-02-09,0203-0209,gold_paid,933,签到礼包领奖,微R,37,120800.0,
2025-03-03,2025-03-09,0303-0309,gold_free,310,排位赛每日任务,超R,15,5780.0,
2025-03-24,2025-03-30,0324-0330,other,650,新签到活动补签消耗,小R,5,,160.0
2025-04-14,2025-04-20,0414-0420,other,473,国宝高级招募,非R,20,,25400.0
2025-04-28,2025-05-04,0428-0504,other,379,家族战提供公共武将,大R,5,,2000.0
2025-01-20,2025-01-26,0120-0126,other,949,装备饰品和改造交换,大R,3,,600.0
2024-12-16,2024-12-22,1216-1222,other,936,资源找回,未活跃,3,,740.0
2025-03-31,2025-04-06,0331-0406,other,375,战鼓升星,非R,15,,366000.0
2025-05-26,2025-06-01,0526-0601,other,388,购买驿站派遣次数,中R,26,,6800.0
2025-01-13,2025-01-19,0113-0119,other,157,购买通行证等级,微R,20,,39500.0
2024-12-09,2024-12-15,1209-1215,other,949,装备饰品和改造交换,微R,4,,1000.0
2024-09-30,2024-10-06,0930-1006,gold_free,678,竞技场小赛季结算,超R,7,1900.0,
2024-10-21,2024-10-27,1021-1027,other,945,团购金币购买,微R,22,,30000.0
2024-10-21,2024-10-27,1021-1027,other,360,俘虏取乐,非R,1,,100.0
2024-12-02,2024-12-08,1202-1208,other,383,家族战天赋树,小R,3,,0.0
2024-11-25,2024-12-01,1125-1201,gold_free,305,家族红包领取,中R,7,8185.0,
2025-01-13,2025-01-19,0113-0119,gold_free,193,八日活动奖励,未活跃,15,5880.0,
2025-03-31,2025-04-06,0331-0406,gold_paid,362,充值签到,超R,18,3000.0,
2025-05-12,2025-05-18,0512-0518,other,657,商店消费,小R,20,,67914.0
2025-04-28,2025-05-04,0428-0504,gold_free,240,未领取家族战积分奖励邮件,非R,4,6900.0,
2025-03-10,2025-03-16,0310-0316,other,375,战鼓升星,中R,9,,282000.0
2025-03-31,2025-04-06,0331-0406,gold_paid,192,充值赠送,非R,3,960.0,
2025-05-12,2025-05-18,0512-0518,other,420,购买VIP礼包,非R,10,,5080.0
2025-03-03,2025-03-09,0303-0309,other,371,购买武将体力,微R,12,,19000.0
2025-05-05,2025-05-11,0505-0511,special,15,使用道具,超R,15,22448.0,
2024-12-09,2024-12-15,1209-1215,gold_free,310,排位赛每日任务,超R,20,8000.0,
2024-12-16,2024-12-22,1216-1222,other,405,s21赛季及以后的赛季UR,微R,6,,5600.0
2025-02-17,2025-02-23,0217-0223,other,200,重置精英副本,微R,9,,710.0
2025-05-19,2025-05-25,0519-0525,other,371,购买武将体力,小R,9,,7400.0
2025-04-07,2025-04-13,0407-0413,other,945,团购金币购买,中R,8,,10000.0
2025-05-05,2025-05-11,0505-0511,other,420,购买VIP礼包,非R,8,,18011.0
2025-02-24,2025-03-02,0224-0302,gold_free,13001,玩家回流活动,未活跃,7,4400.0,
2025-03-17,2025-03-23,0317-0323,special,15,使用道具,大R,36,82990.0,
2025-05-05,2025-05-11,0505-0511,other,471,神威高级招募,非R,29,,41800.0
2024-09-30,2024-10-06,0930-1006,other,627,家族科技捐献,非R,16,,13300.0
2024-10-28,2024-11-03,1028-1103,other,657,商店消费,微R,29,,58591.0
2024-09-30,2024-10-06,0930-1006,other,350,俘虏勒索,中R,5,,7043.0
2025-02-03,2025-02-09,0203-0209,other,405,s21赛季及以后的赛季UR,未活跃,4,,5200.0
2024-10-14,2024-10-20,1014-1020,gold_free,191,副本星星宝箱,微R,5,850.0,
2025-05-05,2025-05-11,0505-0511,other,621,活动兑换,微R,34,,20000.0
2025-05-12,2025-05-18,0512-0518,other,618,城池内政放置奖励,微R,14,,4200.0
2025-04-14,2025-04-20,0414-0420,other,336,神威礼包购买,非R,26,,55280.0
2024-10-07,2024-10-13,1007-1013,other,627,家族科技捐献,超R,1,,100.0
2025-02-17,2025-02-23,0217-0223,other,243,战旗挂机立即完成,微R,9,,782.0
2025-02-03,2025-02-09,0203-0209,other,16,代替道具,中R,3,,1600.0
2025-02-24,2025-03-02,0224-0302,other,379,家族战提供公共武将,中R,6,,1600.0
2025-03-17,2025-03-23,0317-0323,other,609,限定募集活动,小R,11,,42000.0
2025-05-12,2025-05-18,0512-0518,other,907,圣诞-通行证,小R,7,3900.0,
2025-04-14,2025-04-20,0414-0420,other,224,主城加速升级,微R,7,,414.0
2024-11-18,2024-11-24,1118-1124,other,657,商店消费,大R,14,,49972.0
2024-11-18,2024-11-24,1118-1124,other,16,代替道具,中R,4,,2490.0
2024-11-18,2024-11-24,1118-1124,gold_free,193,八日活动奖励,未活跃,5,1700.0,
2024-10-28,2024-11-03,1028-1103,gold_free,13001,玩家回流活动,微R,1,500.0,
2024-12-30,2025-01-05,1230-0105,gold_free,678,竞技场小赛季结算,中R,6,700.0,
2025-05-12,2025-05-18,0512-0518,other,945,团购金币购买,未活跃,2,,12000.0
2025-05-12,2025-05-18,0512-0518,other,1,购买,大R,1,,20.0
2024-10-07,2024-10-13,1007-1013,other,405,s21赛季及以后的赛季UR,未活跃,10,,20600.0
2025-01-27,2025-02-02,0127-0202,other,621,活动兑换,超R,1,,2300.0
2025-04-21,2025-04-27,0421-0427,other,471,神威高级招募,微R,3,,600.0
2024-12-09,2024-12-15,1209-1215,other,243,战旗挂机立即完成,超R,3,,2443.0
2024-12-16,2024-12-22,1216-1222,gold_paid,399,购买自选礼包,中R,2,1280.0,
2024-10-28,2024-11-03,1028-1103,other,621,活动兑换,非R,8,,8900.0
2025-05-05,2025-05-11,0505-0511,other,358,俘虏劳役,小R,1,,100.0
2025-02-10,2025-02-16,0210-0216,other,609,限定募集活动,小R,10,,41000.0
2025-05-26,2025-06-01,0526-0601,other,925,武将等级交换活动,非R,7,,2200.0
2025-04-14,2025-04-20,0414-0420,gold_paid,362,充值签到,超R,19,2900.0,
2024-10-21,2024-10-27,1021-1027,other,358,俘虏劳役,非R,2,,400.0
2024-12-16,2024-12-22,1216-1222,other,450,创建家族,非R,1,,200.0
2025-05-19,2025-05-25,0519-0525,other,350,俘虏勒索,中R,1,,7014.0
2025-01-20,2025-01-26,0120-0126,other,383,家族战天赋树,大R,1,,0.0
2025-05-12,2025-05-18,0512-0518,other,907,圣诞-通行证,超R,10,16200.0,
2025-05-12,2025-05-18,0512-0518,other,379,家族战提供公共武将,小R,5,,2000.0
2024-09-30,2024-10-06,0930-1006,other,352,俘虏勒索,中R,2,,3704.0
2024-10-14,2024-10-20,1014-1020,gold_free,240,未领取家族战积分奖励邮件,未活跃,3,6500.0,
2025-03-03,2025-03-09,0303-0309,other,157,购买通行证等级,非R,5,,7000.0
2024-11-04,2024-11-10,1104-1110,other,243,战旗挂机立即完成,未活跃,1,,8.0
2025-04-07,2025-04-13,0407-0413,other,383,家族战天赋树,中R,5,,0.0
2024-10-07,2024-10-13,1007-1013,other,640,阵法招募,非R,3,,2400.0
2025-01-20,2025-01-26,0120-0126,gold_paid,362,充值签到,非R,9,900.0,
2024-12-16,2024-12-22,1216-1222,other,420,购买VIP礼包,中R,2,,12998.0
2024-10-14,2024-10-20,1014-1020,other,243,战旗挂机立即完成,大R,5,,1030.0
2025-04-14,2025-04-20,0414-0420,gold_free,191,副本星星宝箱,微R,2,450.0,
2024-10-28,2024-11-03,1028-1103,other,452,家族红包,非R,1,,2000.0
2025-05-12,2025-05-18,0512-0518,other,200,重置精英副本,小R,4,,340.0
2025-03-31,2025-04-06,0331-0406,other,401,高级招募,大R,1,,400.0
2024-11-11,2024-11-17,1111-1117,gold_free,311,排位赛段位任务,超R,1,50.0,
2025-04-28,2025-05-04,0428-0504,gold_free,306,家族红包返还,大R,1,1636.0,
2025-01-20,2025-01-26,0120-0126,other,621,活动兑换,大R,5,,11500.0
2025-02-03,2025-02-09,0203-0209,other,473,国宝高级招募,小R,1,,200.0
2025-04-07,2025-04-13,0407-0413,other,471,神威高级招募,大R,1,,2000.0
2025-05-05,2025-05-11,0505-0511,other,627,家族科技捐献,未活跃,1,,100.0
2025-05-05,2025-05-11,0505-0511,other,383,家族战天赋树,微R,2,,0.0
2024-10-21,2024-10-27,1021-1027,other,621,活动兑换,超R,2,,4600.0
2024-11-25,2024-12-01,1125-1201,gold_free,680,竞技场大赛季结算,未活跃,2,250.0,
2024-12-30,2025-01-05,1230-0105,other,157,购买通行证等级,非R,4,,24500.0
2024-12-02,2024-12-08,1202-1208,other,0,管理员,未活跃,2,10800.0,
2025-03-17,2025-03-23,0317-0323,other,609,限定募集活动,未活跃,1,,6000.0
2024-10-14,2024-10-20,1014-1020,other,676,竞技场主动随机消耗,超R,1,,450.0
2025-03-03,2025-03-09,0303-0309,other,413,战旗招募,大R,4,,14200.0
2025-02-03,2025-02-09,0203-0209,gold_paid,362,充值签到,非R,3,300.0,
2025-02-17,2025-02-23,0217-0223,other,627,家族科技捐献,中R,1,,100.0
2025-01-27,2025-02-02,0127-0202,other,375,战鼓升星,超R,3,,138000.0
2024-10-28,2024-11-03,1028-1103,gold_paid,4,玩家付费,未活跃,1,320.0,
2025-02-03,2025-02-09,0203-0209,gold_free,207,同期排行榜,未活跃,1,300.0,
2025-03-03,2025-03-09,0303-0309,other,383,家族战天赋树,超R,1,,0.0
2025-05-05,2025-05-11,0505-0511,other,358,俘虏劳役,微R,1,,100.0
2024-12-23,2024-12-29,1223-1229,other,471,神威高级招募,未活跃,1,,16000.0
2025-04-21,2025-04-27,0421-0427,other,360,俘虏取乐,非R,1,,100.0
2024-12-16,2024-12-22,1216-1222,other,452,家族红包,大R,1,,1000.0
2025-03-17,2025-03-23,0317-0323,gold_free,191,副本星星宝箱,微R,2,200.0,
2024-10-28,2024-11-03,1028-1103,other,401,高级招募,未活跃,1,,200.0
2024-12-09,2024-12-15,1209-1215,other,0,管理员,非R,1,100.0,
2024-11-18,2024-11-24,1118-1124,other,324,政务活动派遣英雄,微R,49,,22300.0
2024-12-16,2024-12-22,1216-1222,other,609,限定募集活动,非R,411,,1723000.0
2024-11-11,2024-11-17,1111-1117,other,388,购买驿站派遣次数,微R,84,,69000.0
2024-11-11,2024-11-17,1111-1117,other,657,商店消费,超R,8,,81950.0
2024-10-07,2024-10-13,1007-1013,other,609,限定募集活动,中R,14,,57200.0
2024-09-30,2024-10-06,0930-1006,gold_free,196,每日任务奖励,小R,170,193450.0,
2024-10-14,2024-10-20,1014-1020,other,350,俘虏勒索,非R,43,,50034.0
2024-10-07,2024-10-13,1007-1013,gold_free,678,竞技场小赛季结算,超R,6,1500.0,
2024-10-07,2024-10-13,1007-1013,gold_free,196,每日任务奖励,超R,17,23190.0,
2024-12-09,2024-12-15,1209-1215,gold_free,602,荣誉殿堂,微R,261,306600.0,
2024-12-30,2025-01-05,1230-0105,other,618,城池内政放置奖励,非R,102,,65100.0
2024-12-30,2025-01-05,1230-0105,other,609,限定募集活动,小R,9,,44000.0
2024-11-25,2024-12-01,1125-1201,other,388,购买驿站派遣次数,微R,87,,59600.0
2024-10-28,2024-11-03,1028-1103,other,657,商店消费,非R,157,,358526.0
2024-10-07,2024-10-13,1007-1013,other,675,竞技场购买挑战次数消耗,小R,8,,3500.0
2024-12-02,2024-12-08,1202-1208,gold_free,310,排位赛每日任务,微R,247,83220.0,
2025-01-13,2025-01-19,0113-0119,other,618,城池内政放置奖励,非R,97,,63300.0
2025-01-20,2025-01-26,0120-0126,gold_free,310,排位赛每日任务,未活跃,49,7240.0,
2024-11-04,2024-11-10,1104-1110,other,609,限定募集活动,小R,15,,62000.0
2024-11-04,2024-11-10,1104-1110,other,431,购买体力,小R,11,,18360.0
2025-01-06,2025-01-12,0106-0112,gold_free,239,家族战积分奖励,非R,206,108900.0,
2024-10-07,2024-10-13,1007-1013,gold_free,103,周签到,微R,235,46000.0,
2025-01-20,2025-01-26,0120-0126,other,365,兵装生产加速,非R,123,30.0,23378.0
2025-02-10,2025-02-16,0210-0216,gold_free,602,荣誉殿堂,中R,176,176500.0,
2024-12-30,2025-01-05,1230-0105,other,431,购买体力,未活跃,2,,1440.0
2024-11-04,2024-11-10,1104-1110,gold_paid,4,玩家付费,小R,100,184260.0,
2025-01-20,2025-01-26,0120-0126,other,412,装备强化,微R,4,,762.0
2025-02-03,2025-02-09,0203-0209,other,389,购买驿站刷新次数,非R,791,,634700.0
2025-03-24,2025-03-30,0324-0330,gold_free,310,排位赛每日任务,微R,216,72360.0,
2025-03-24,2025-03-30,0324-0330,gold_paid,4,玩家付费,大R,39,447640.0,
2025-02-03,2025-02-09,0203-0209,other,434,购买计策道具,非R,268,,147375.0
2024-11-18,2024-11-24,1118-1124,other,375,战鼓升星,大R,23,,496000.0
2025-01-13,2025-01-19,0113-0119,gold_paid,362,充值签到,微R,23,2400.0,
2025-02-24,2025-03-02,0224-0302,other,16,代替道具,微R,9,,2622.0
2024-12-30,2025-01-05,1230-0105,other,413,战旗招募,非R,25,,19200.0
2025-04-07,2025-04-13,0407-0413,gold_paid,194,月卡奖励,大R,30,49000.0,
2024-12-30,2025-01-05,1230-0105,other,350,俘虏勒索,非R,47,,63757.0
2025-04-14,2025-04-20,0414-0420,other,609,限定募集活动,非R,385,,1568200.0
2025-04-14,2025-04-20,0414-0420,other,389,购买驿站刷新次数,超R,19,,21525.0
2025-04-07,2025-04-13,0407-0413,other,388,购买驿站派遣次数,中R,70,,59300.0
2025-03-31,2025-04-06,0331-0406,other,636,家族总动员购买任务次数,中R,80,,14450.0
2025-05-05,2025-05-11,0505-0511,gold_free,602,荣誉殿堂,微R,283,203700.0,
2025-04-21,2025-04-27,0421-0427,other,388,购买驿站派遣次数,非R,298,,189700.0
2025-01-20,2025-01-26,0120-0126,other,371,购买武将体力,超R,4,,7800.0
2025-03-03,2025-03-09,0303-0309,gold_free,602,荣誉殿堂,超R,16,20100.0,
2025-04-21,2025-04-27,0421-0427,other,621,活动兑换,非R,220,,147300.0
2025-05-12,2025-05-18,0512-0518,other,243,战旗挂机立即完成,非R,48,,10595.0
2025-05-19,2025-05-25,0519-0525,gold_free,103,周签到,微R,279,80200.0,
2025-05-19,2025-05-25,0519-0525,gold_free,305,家族红包领取,微R,5,6552.0,
2025-02-03,2025-02-09,0203-0209,gold_free,239,家族战积分奖励,大R,15,7400.0,
2025-02-10,2025-02-16,0210-0216,gold_free,13001,玩家回流活动,非R,19,10300.0,
2024-12-16,2024-12-22,1216-1222,other,16,代替道具,非R,59,,56200.0
2025-03-17,2025-03-23,0317-0323,other,352,俘虏勒索,非R,8,,4119.0
2025-05-12,2025-05-18,0512-0518,other,0,管理员,中R,93,46600.0,
2025-03-10,2025-03-16,0310-0316,other,907,圣诞-通行证,小R,9,5700.0,
2025-04-28,2025-05-04,0428-0504,other,952,,超R,7,36950.0,
2024-12-02,2024-12-08,1202-1208,other,379,家族战提供公共武将,非R,14,,3300.0
2024-12-02,2024-12-08,1202-1208,other,618,城池内政放置奖励,中R,20,,12300.0
2024-10-07,2024-10-13,1007-1013,gold_paid,399,购买自选礼包,大R,8,44600.0,
2024-12-30,2025-01-05,1230-0105,other,948,押镖,超R,18,24010.0,41325.0
2024-11-11,2024-11-17,1111-1117,other,157,购买通行证等级,大R,19,,31500.0
2024-11-18,2024-11-24,1118-1124,gold_paid,4,玩家付费,微R,69,80640.0,
2024-10-28,2024-11-03,1028-1103,other,230,扫荡立即完成,非R,10,,15390.0
2024-10-28,2024-11-03,1028-1103,other,383,家族战天赋树,微R,6,,0.0
2025-02-17,2025-02-23,0217-0223,gold_free,602,荣誉殿堂,小R,152,180800.0,
2025-02-03,2025-02-09,0203-0209,other,1,购买,微R,1,,20.0
2025-05-05,2025-05-11,0505-0511,other,636,家族总动员购买任务次数,小R,64,,7830.0
2025-05-12,2025-05-18,0512-0518,gold_paid,194,月卡奖励,大R,33,47500.0,
2025-05-05,2025-05-11,0505-0511,gold_paid,933,签到礼包领奖,中R,98,993300.0,
2025-05-05,2025-05-11,0505-0511,other,411,S1装备招募,大R,1,,200.0
2025-03-24,2025-03-30,0324-0330,other,945,团购金币购买,非R,37,,33000.0
2024-12-16,2024-12-22,1216-1222,other,388,购买驿站派遣次数,大R,23,,27100.0
